production_date,line_id,shift_id,order_id,product_id,qty_unit,actual_qty,runtime_minutes,downtime_minutes
2025-02-19,LINE-02,NIGHT,MO-050-02-2,PRD-007,ea,1073,447.000,23.000
2025-02-19,LINE-03,DAY,MO-050-03-1,PRD-008,ea,1154,449.000,15.000
2025-02-19,LINE-03,NIGHT,MO-050-03-2,PRD-009,ea,1074,452.000,8.000
2025-02-20,LINE-01,DAY,MO-051-01-1,PRD-011,ea,1112,455.000,9.000
2025-02-20,LINE-01,NIGHT,MO-051-01-2,PRD-012,ea,1007,442.000,21.000
2025-02-20,LINE-02,DAY,MO-051-02-1,PRD-013,ea,1178,430.000,30.000
2025-02-20,LINE-02,NIGHT,MO-051-02-2,PRD-014,ea,1136,428.000,32.000
2025-02-20,LINE-03,DAY,MO-051-03-1,PRD-015,ea,1385,444.000,14.000
2025-02-20,LINE-03,NIGHT,MO-051-03-2,PRD-016,ea,1238,451.000,15.000
2025-02-21,LINE-01,DAY,MO-052-01-1,PRD-018,ea,1253,425.000,34.000
2025-02-21,LINE-01,NIGHT,MO-052-01-2,PRD-019,ea,1098,450.000,20.000
2025-02-21,LINE-02,DAY,MO-052-02-1,PRD-020,ea,1300,429.000,29.000
2025-02-21,LINE-02,NIGHT,MO-052-02-2,PRD-001,ea,899,433.000,32.000
2025-02-21,LINE-03,DAY,MO-052-03-1,PRD-002,ea,1033,456.000,14.000
2025-02-21,LINE-03,NIGHT,MO-052-03-2,PRD-003,ea,940,443.000,29.000
2025-02-22,LINE-01,DAY,MO-053-01-1,PRD-005,ea,973,456.000,12.000
2025-02-22,LINE-01,NIGHT,MO-053-01-2,PRD-006,ea,855,430.000,29.000
2025-02-22,LINE-02,DAY,MO-053-02-1,PRD-007,ea,1115,452.000,10.000
2025-02-22,LINE-02,NIGHT,MO-053-02-2,PRD-008,ea,997,444.000,28.000
2025-02-22,LINE-03,DAY,MO-053-03-1,PRD-009,ea,1125,443.000,15.000
2025-02-22,LINE-03,NIGHT,MO-053-03-2,PRD-010,ea,1145,452.000,17.000
2025-02-23,LINE-01,DAY,MO-054-01-1,PRD-012,ea,1115,426.000,32.000
2025-02-23,LINE-01,NIGHT,MO-054-01-2,PRD-013,ea,1019,428.000,34.000
2025-02-23,LINE-02,DAY,MO-054-02-1,PRD-014,ea,1220,448.000,24.000
2025-02-23,LINE-02,NIGHT,MO-054-02-2,PRD-015,ea,1210,439.000,33.000
2025-02-23,LINE-03,DAY,MO-054-03-1,PRD-016,ea,1307,437.000,32.000
2025-02-23,LINE-03,NIGHT,MO-054-03-2,PRD-017,ea,1255,454.000,10.000
2025-02-24,LINE-01,DAY,MO-055-01-1,PRD-019,ea,1197,437.000,26.000
2025-02-24,LINE-01,NIGHT,MO-055-01-2,PRD-020,ea,1188,451.000,15.000
2025-02-24,LINE-02,DAY,MO-055-02-1,PRD-001,ea,986,441.000,23.000
2025-02-24,LINE-02,NIGHT,MO-055-02-2,PRD-002,ea,885,426.000,32.000
2025-02-24,LINE-03,DAY,MO-055-03-1,PRD-003,ea,1065,448.000,16.000
2025-02-24,LINE-03,NIGHT,MO-055-03-2,PRD-004,ea,1045,451.000,10.000
2025-02-25,LINE-01,DAY,MO-056-01-1,PRD-006,ea,1055,454.000,18.000
2025-02-25,LINE-01,NIGHT,MO-056-01-2,PRD-007,ea,916,456.000,9.000
2025-02-25,LINE-02,DAY,MO-056-02-1,PRD-008,ea,1137,434.000,34.000
2025-02-25,LINE-02,NIGHT,MO-056-02-2,PRD-009,ea,1038,451.000,9.000
2025-02-25,LINE-03,DAY,MO-056-03-1,PRD-010,ea,1172,455.000,12.000
2025-02-25,LINE-03,NIGHT,MO-056-03-2,PRD-011,ea,1182,453.000,12.000
2025-02-26,LINE-01,DAY,MO-057-01-1,PRD-013,ea,1206,450.000,13.000
2025-02-26,LINE-01,NIGHT,MO-057-01-2,PRD-014,ea,1122,444.000,14.000
2025-02-26,LINE-02,DAY,MO-057-02-1,PRD-015,ea,1298,442.000,22.000
2025-02-26,LINE-02,NIGHT,MO-057-02-2,PRD-016,ea,1124,449.000,10.000
2025-02-26,LINE-03,DAY,MO-057-03-1,PRD-017,ea,1240,430.000,34.000
2025-02-26,LINE-03,NIGHT,MO-057-03-2,PRD-018,ea,1192,444.000,14.000
2025-02-27,LINE-01,DAY,MO-058-01-1,PRD-020,ea,1251,455.000,8.000
2025-02-27,LINE-01,NIGHT,MO-058-01-2,PRD-001,ea,797,450.000,14.000
2025-02-27,LINE-02,DAY,MO-058-02-1,PRD-002,ea,985,436.000,26.000
2025-02-27,LINE-02,NIGHT,MO-058-02-2,PRD-003,ea,950,442.000,18.000
2025-02-27,LINE-03,DAY,MO-058-03-1,PRD-004,ea,1112,442.000,29.000
2025-02-27,LINE-03,NIGHT,MO-058-03-2,PRD-005,ea,1026,443.000,22.000
2025-02-28,LINE-01,DAY,MO-059-01-1,PRD-007,ea,978,449.000,16.000
2025-02-28,LINE-01,NIGHT,MO-059-01-2,PRD-008,ea,944,431.000,32.000
2025-02-28,LINE-02,DAY,MO-059-02-1,PRD-009,ea,1139,445.000,19.000
2025-02-28,LINE-02,NIGHT,MO-059-02-2,PRD-010,ea,1039,451.000,8.000
2025-02-28,LINE-03,DAY,MO-059-03-1,PRD-011,ea,1177,436.000,27.000
2025-02-28,LINE-03,NIGHT,MO-059-03-2,PRD-012,ea,1093,452.000,12.000
2025-03-01,LINE-01,DAY,MO-060-01-1,PRD-014,ea,1221,446.000,20.000
2025-03-01,LINE-01,NIGHT,MO-060-01-2,PRD-015,ea,1044,450.000,12.000
2025-03-01,LINE-02,DAY,MO-060-02-1,PRD-016,ea,1174,452.000,9.000
2025-03-01,LINE-02,NIGHT,MO-060-02-2,PRD-017,ea,1165,438.000,29.000
2025-03-01,LINE-03,DAY,MO-060-03-1,PRD-018,ea,1381,426.000,34.000
2025-03-01,LINE-03,NIGHT,MO-060-03-2,PRD-019,ea,1232,446.000,12.000
2025-03-02,LINE-01,DAY,MO-061-01-1,PRD-001,ea,859,455.000,15.000
2025-03-02,LINE-01,NIGHT,MO-061-01-2,PRD-002,ea,865,444.000,17.000
2025-03-02,LINE-02,DAY,MO-061-02-1,PRD-003,ea,988,427.000,31.000
2025-03-02,LINE-02,NIGHT,MO-061-02-2,PRD-004,ea,914,451.000,8.000
2025-03-02,LINE-03,DAY,MO-061-03-1,PRD-005,ea,1126,430.000,31.000
2025-03-02,LINE-03,NIGHT,MO-061-03-2,PRD-006,ea,1061,451.000,15.000
2025-03-03,LINE-01,DAY,MO-062-01-1,PRD-008,ea,979,438.000,27.000
2025-03-03,LINE-01,NIGHT,MO-062-01-2,PRD-009,ea,1008,449.000,17.000
2025-03-03,LINE-02,DAY,MO-062-02-1,PRD-010,ea,1189,449.000,19.000
2025-03-03,LINE-02,NIGHT,MO-062-02-2,PRD-011,ea,1062,448.000,17.000
2025-03-03,LINE-03,DAY,MO-062-03-1,PRD-012,ea,1165,435.000,35.000
2025-03-03,LINE-03,NIGHT,MO-062-03-2,PRD-013,ea,1198,449.000,22.000
2025-03-04,LINE-01,DAY,MO-063-01-1,PRD-015,ea,1242,430.000,30.000
2025-03-04,LINE-01,NIGHT,MO-063-01-2,PRD-016,ea,1097,451.000,11.000
2025-03-04,LINE-02,DAY,MO-063-02-1,PRD-017,ea,1183,435.000,29.000
2025-03-04,LINE-02,NIGHT,MO-063-02-2,PRD-018,ea,1280,440.000,29.000
2025-03-04,LINE-03,DAY,MO-063-03-1,PRD-019,ea,1358,432.000,27.000
2025-03-04,LINE-03,NIGHT,MO-063-03-2,PRD-020,ea,1344,454.000,10.000
2025-03-05,LINE-01,DAY,MO-064-01-1,PRD-002,ea,959,457.000,14.000
2025-03-05,LINE-01,NIGHT,MO-064-01-2,PRD-003,ea,901,424.000,35.000
2025-03-05,LINE-02,DAY,MO-064-02-1,PRD-004,ea,1116,446.000,22.000
2025-03-05,LINE-02,NIGHT,MO-064-02-2,PRD-005,ea,930,434.000,34.000
2025-03-05,LINE-03,DAY,MO-064-03-1,PRD-006,ea,1205,452.000,17.000
2025-03-05,LINE-03,NIGHT,MO-064-03-2,PRD-007,ea,1035,452.000,12.000
2025-03-06,LINE-01,DAY,MO-065-01-1,PRD-009,ea,1040,435.000,28.000
2025-03-06,LINE-01,NIGHT,MO-065-01-2,PRD-010,ea,1000,442.000,23.000
2025-03-06,LINE-02,DAY,MO-065-02-1,PRD-011,ea,1145,449.000,23.000
2025-03-06,LINE-02,NIGHT,MO-065-02-2,PRD-012,ea,1142,451.000,12.000
2025-03-06,LINE-03,DAY,MO-065-03-1,PRD-013,ea,1170,445.000,27.000
2025-03-06,LINE-03,NIGHT,MO-065-03-2,PRD-014,ea,1222,433.000,29.000
2025-03-07,LINE-01,DAY,MO-066-01-1,PRD-016,ea,1213,434.000,29.000
2025-03-07,LINE-01,NIGHT,MO-066-01-2,PRD-017,ea,1060,453.000,15.000
2025-03-07,LINE-02,DAY,MO-066-02-1,PRD-018,ea,1346,440.000,19.000
2025-03-07,LINE-02,NIGHT,MO-066-02-2,PRD-019,ea,1233,460.000,12.000
2025-03-07,LINE-03,DAY,MO-066-03-1,PRD-020,ea,1431,442.000,20.000
2025-03-07,LINE-03,NIGHT,MO-066-03-2,PRD-001,ea,987,459.000,10.000
2025-03-08,LINE-01,DAY,MO-067-01-1,PRD-003,ea,951,449.000,14.000
2025-03-08,LINE-01,NIGHT,MO-067-01-2,PRD-004,ea,883,448.000,17.000
2025-03-08,LINE-02,DAY,MO-067-02-1,PRD-005,ea,1055,456.000,14.000
2025-03-08,LINE-02,NIGHT,MO-067-02-2,PRD-006,ea,1046,441.000,20.000
2025-03-08,LINE-03,DAY,MO-067-03-1,PRD-007,ea,1156,455.000,13.000
2025-03-08,LINE-03,NIGHT,MO-067-03-2,PRD-008,ea,1133,438.000,26.000
2025-03-09,LINE-01,DAY,MO-068-01-1,PRD-010,ea,1058,434.000,34.000
2025-03-09,LINE-01,NIGHT,MO-068-01-2,PRD-011,ea,1020,431.000,33.000
2025-03-09,LINE-02,DAY,MO-068-02-1,PRD-012,ea,1180,453.000,10.000
2025-03-09,LINE-02,NIGHT,MO-068-02-2,PRD-013,ea,1173,445.000,20.000
2025-03-09,LINE-03,DAY,MO-068-03-1,PRD-014,ea,1204,436.000,35.000
2025-03-09,LINE-03,NIGHT,MO-068-03-2,PRD-015,ea,1165,445.000,26.000
2025-03-10,LINE-01,DAY,MO-069-01-1,PRD-017,ea,1192,429.000,34.000
2025-03-10,LINE-01,NIGHT,MO-069-01-2,PRD-018,ea,1069,448.000,22.000
2025-03-10,LINE-02,DAY,MO-069-02-1,PRD-019,ea,1300,443.000,23.000
2025-03-10,LINE-02,NIGHT,MO-069-02-2,PRD-020,ea,1255,458.000,9.000
2025-03-10,LINE-03,DAY,MO-069-03-1,PRD-001,ea,985,453.000,17.000
2025-03-10,LINE-03,NIGHT,MO-069-03-2,PRD-002,ea,929,423.000,35.000
2025-03-11,LINE-01,DAY,MO-070-01-1,PRD-004,ea,1036,428.000,33.000
2025-03-11,LINE-01,NIGHT,MO-070-01-2,PRD-005,ea,848,449.000,14.000
2025-03-11,LINE-02,DAY,MO-070-02-1,PRD-006,ea,1116,453.000,12.000
2025-03-11,LINE-02,NIGHT,MO-070-02-2,PRD-007,ea,1020,437.000,29.000
2025-03-11,LINE-03,DAY,MO-070-03-1,PRD-008,ea,1126,438.000,33.000
2025-03-11,LINE-03,NIGHT,MO-070-03-2,PRD-009,ea,1150,438.000,25.000
2025-03-12,LINE-01,DAY,MO-071-01-1,PRD-011,ea,1112,426.000,33.000
2025-03-12,LINE-01,NIGHT,MO-071-01-2,PRD-012,ea,1050,456.000,13.000
2025-03-12,LINE-02,DAY,MO-071-02-1,PRD-013,ea,1146,449.000,15.000
2025-03-12,LINE-02,NIGHT,MO-071-02-2,PRD-014,ea,1135,440.000,28.000
2025-03-12,LINE-03,DAY,MO-071-03-1,PRD-015,ea,1362,447.000,21.000
2025-03-12,LINE-03,NIGHT,MO-071-03-2,PRD-016,ea,1160,428.000,32.000
2025-03-13,LINE-01,DAY,MO-072-01-1,PRD-018,ea,1236,442.000,22.000
2025-03-13,LINE-01,NIGHT,MO-072-01-2,PRD-019,ea,1138,448.000,22.000
2025-03-13,LINE-02,DAY,MO-072-02-1,PRD-020,ea,1301,459.000,10.000
2025-03-13,LINE-02,NIGHT,MO-072-02-2,PRD-001,ea,938,432.000,33.000
2025-03-13,LINE-03,DAY,MO-072-03-1,PRD-002,ea,1047,449.000,10.000
2025-03-13,LINE-03,NIGHT,MO-072-03-2,PRD-003,ea,993,449.000,17.000
2025-03-14,LINE-01,DAY,MO-073-01-1,PRD-005,ea,1010,460.000,8.000
2025-03-14,LINE-01,NIGHT,MO-073-01-2,PRD-006,ea,895,461.000,9.000
2025-03-14,LINE-02,DAY,MO-073-02-1,PRD-007,ea,1042,445.000,19.000
2025-03-14,LINE-02,NIGHT,MO-073-02-2,PRD-008,ea,1041,449.000,12.000
2025-03-14,LINE-03,DAY,MO-073-03-1,PRD-009,ea,1242,449.000,9.000
2025-03-14,LINE-03,NIGHT,MO-073-03-2,PRD-010,ea,1139,427.000,34.000
2025-03-15,LINE-01,DAY,MO-074-01-1,PRD-012,ea,1143,445.000,26.000
2025-03-15,LINE-01,NIGHT,MO-074-01-2,PRD-013,ea,1115,439.000,22.000
2025-03-15,LINE-02,DAY,MO-074-02-1,PRD-014,ea,1205,446.000,12.000
2025-03-15,LINE-02,NIGHT,MO-074-02-2,PRD-015,ea,1120,447.000,25.000
2025-03-15,LINE-03,DAY,MO-074-03-1,PRD-016,ea,1294,435.000,33.000
2025-03-15,LINE-03,NIGHT,MO-074-03-2,PRD-017,ea,1245,434.000,27.000
2025-03-16,LINE-01,DAY,MO-075-01-1,PRD-019,ea,1317,430.000,33.000
2025-03-16,LINE-01,NIGHT,MO-075-01-2,PRD-020,ea,1116,441.000,17.000
2025-03-16,LINE-02,DAY,MO-075-02-1,PRD-001,ea,923,434.000,35.000
2025-03-16,LINE-02,NIGHT,MO-075-02-2,PRD-002,ea,897,444.000,17.000
2025-03-16,LINE-03,DAY,MO-075-03-1,PRD-003,ea,1115,458.000,14.000
2025-03-16,LINE-03,NIGHT,MO-075-03-2,PRD-004,ea,1042,434.000,32.000
2025-03-17,LINE-01,DAY,MO-076-01-1,PRD-006,ea,1025,451.000,21.000
2025-03-17,LINE-01,NIGHT,MO-076-01-2,PRD-007,ea,958,451.000,20.000
2025-03-17,LINE-02,DAY,MO-076-02-1,PRD-008,ea,1067,432.000,32.000
2025-03-17,LINE-02,NIGHT,MO-076-02-2,PRD-009,ea,1046,439.000,21.000
2025-03-17,LINE-03,DAY,MO-076-03-1,PRD-010,ea,1180,437.000,23.000
2025-03-17,LINE-03,NIGHT,MO-076-03-2,PRD-011,ea,1086,450.000,13.000
2025-03-18,LINE-01,DAY,MO-077-01-1,PRD-013,ea,1104,440.000,32.000
2025-03-18,LINE-01,NIGHT,MO-077-01-2,PRD-014,ea,1019,461.000,11.000
2025-03-18,LINE-02,DAY,MO-077-02-1,PRD-015,ea,1236,439.000,25.000
2025-03-18,LINE-02,NIGHT,MO-077-02-2,PRD-016,ea,1184,428.000,34.000
2025-03-18,LINE-03,DAY,MO-077-03-1,PRD-017,ea,1314,442.000,24.000
2025-03-18,LINE-03,NIGHT,MO-077-03-2,PRD-018,ea,1244,457.000,15.000
2025-03-19,LINE-01,DAY,MO-078-01-1,PRD-020,ea,1256,449.000,15.000
2025-03-19,LINE-01,NIGHT,MO-078-01-2,PRD-001,ea,850,441.000,22.000
2025-03-19,LINE-02,DAY,MO-078-02-1,PRD-002,ea,1005,432.000,33.000
2025-03-19,LINE-02,NIGHT,MO-078-02-2,PRD-003,ea,929,423.000,35.000
2025-03-19,LINE-03,DAY,MO-078-03-1,PRD-004,ea,1051,434.000,35.000
2025-03-19,LINE-03,NIGHT,MO-078-03-2,PRD-005,ea,1032,436.000,23.000
2025-03-20,LINE-01,DAY,MO-079-01-1,PRD-007,ea,1092,449.000,15.000
2025-03-20,LINE-01,NIGHT,MO-079-01-2,PRD-008,ea,987,425.000,33.000
2025-03-20,LINE-02,DAY,MO-079-02-1,PRD-009,ea,1151,456.000,14.000
2025-03-20,LINE-02,NIGHT,MO-079-02-2,PRD-010,ea,1089,445.000,15.000
2025-03-20,LINE-03,DAY,MO-079-03-1,PRD-011,ea,1237,453.000,17.000
2025-03-20,LINE-03,NIGHT,MO-079-03-2,PRD-012,ea,1126,444.000,15.000
2025-03-21,LINE-01,DAY,MO-080-01-1,PRD-014,ea,1121,452.000,9.000
2025-03-21,LINE-01,NIGHT,MO-080-01-2,PRD-015,ea,1042,438.000,34.000
2025-03-21,LINE-02,DAY,MO-080-02-1,PRD-016,ea,1234,445.000,14.000
2025-03-21,LINE-02,NIGHT,MO-080-02-2,PRD-017,ea,1215,444.000,17.000
2025-03-21,LINE-03,DAY,MO-080-03-1,PRD-018,ea,1383,451.000,10.000
2025-03-21,LINE-03,NIGHT,MO-080-03-2,PRD-019,ea,1314,434.000,24.000
2025-03-22,LINE-01,DAY,MO-081-01-1,PRD-001,ea,890,433.000,35.000
2025-03-22,LINE-01,NIGHT,MO-081-01-2,PRD-002,ea,878,445.000,13.000
2025-03-22,LINE-02,DAY,MO-081-02-1,PRD-003,ea,1020,430.000,34.000
2025-03-22,LINE-02,NIGHT,MO-081-02-2,PRD-004,ea,953,432.000,32.000
2025-03-22,LINE-03,DAY,MO-081-03-1,PRD-005,ea,1112,439.000,31.000
2025-03-22,LINE-03,NIGHT,MO-081-03-2,PRD-006,ea,1013,441.000,30.000
2025-03-23,LINE-01,DAY,MO-082-01-1,PRD-008,ea,1115,449.000,22.000
2025-03-23,LINE-01,NIGHT,MO-082-01-2,PRD-009,ea,1026,456.000,14.000
2025-03-23,LINE-02,DAY,MO-082-02-1,PRD-010,ea,1190,439.000,19.000
2025-03-23,LINE-02,NIGHT,MO-082-02-2,PRD-011,ea,1052,452.000,12.000
2025-03-23,LINE-03,DAY,MO-082-03-1,PRD-012,ea,1242,448.000,20.000
2025-03-23,LINE-03,NIGHT,MO-082-03-2,PRD-013,ea,1191,432.000,34.000
2025-03-24,LINE-01,DAY,MO-083-01-1,PRD-015,ea,1141,453.000,15.000
2025-03-24,LINE-01,NIGHT,MO-083-01-2,PRD-016,ea,596,437.000,30.000
2025-03-24,LINE-02,DAY,MO-083-02-1,PRD-017,ea,1289,442.000,23.000
2025-03-24,LINE-02,NIGHT,MO-083-02-2,PRD-018,ea,1211,445.000,22.000
2025-03-24,LINE-03,DAY,MO-083-03-1,PRD-019,ea,1276,446.000,17.000
2025-03-24,LINE-03,NIGHT,MO-083-03-2,PRD-020,ea,1348,440.000,18.000
2025-03-25,LINE-01,DAY,MO-084-01-1,PRD-002,ea,984,449.000,17.000
2025-03-25,LINE-01,NIGHT,MO-084-01-2,PRD-003,ea,874,448.000,22.000
2025-03-25,LINE-02,DAY,MO-084-02-1,PRD-004,ea,1068,441.000,18.000
2025-03-25,LINE-02,NIGHT,MO-084-02-2,PRD-005,ea,895,441.000,31.000
2025-03-25,LINE-03,DAY,MO-084-03-1,PRD-006,ea,1093,431.000,27.000
2025-03-25,LINE-03,NIGHT,MO-084-03-2,PRD-007,ea,1033,437.000,22.000
2025-03-26,LINE-01,DAY,MO-085-01-1,PRD-009,ea,1075,424.000,35.000
2025-03-26,LINE-01,NIGHT,MO-085-01-2,PRD-010,ea,1067,439.000,22.000
2025-03-26,LINE-02,DAY,MO-085-02-1,PRD-011,ea,1165,455.000,11.000
2025-03-26,LINE-02,NIGHT,MO-085-02-2,PRD-012,ea,1033,427.000,31.000
2025-03-26,LINE-03,DAY,MO-085-03-1,PRD-013,ea,678,460.000,9.000
2025-03-26,LINE-03,NIGHT,MO-085-03-2,PRD-014,ea,1199,432.000,27.000
2025-03-27,LINE-01,DAY,MO-086-01-1,PRD-016,ea,1173,440.000,20.000
2025-03-27,LINE-01,NIGHT,MO-086-01-2,PRD-017,ea,1180,436.000,22.000
2025-03-27,LINE-02,DAY,MO-086-02-1,PRD-018,ea,1242,437.000,34.000
2025-03-27,LINE-02,NIGHT,MO-086-02-2,PRD-019,ea,1222,449.000,17.000
2025-03-27,LINE-03,DAY,MO-086-03-1,PRD-020,ea,1320,452.000,16.000
2025-03-27,LINE-03,NIGHT,MO-086-03-2,PRD-001,ea,1023,457.000,13.000
2025-03-28,LINE-01,DAY,MO-087-01-1,PRD-003,ea,958,447.000,14.000
2025-03-28,LINE-01,NIGHT,MO-087-01-2,PRD-004,ea,866,451.000,9.000
2025-03-28,LINE-02,DAY,MO-087-02-1,PRD-005,ea,1085,439.000,30.000
2025-03-28,LINE-02,NIGHT,MO-087-02-2,PRD-006,ea,539,443.000,24.000
2025-03-28,LINE-03,DAY,MO-087-03-1,PRD-007,ea,1197,451.000,19.000
2025-03-28,LINE-03,NIGHT,MO-087-03-2,PRD-008,ea,1120,427.000,35.000
2025-03-29,LINE-01,DAY,MO-088-01-1,PRD-010,ea,1170,437.000,25.000
2025-03-29,LINE-01,NIGHT,MO-088-01-2,PRD-011,ea,1049,446.000,15.000
2025-03-29,LINE-02,DAY,MO-088-02-1,PRD-012,ea,1127,442.000,24.000
2025-03-29,LINE-02,NIGHT,MO-088-02-2,PRD-013,ea,1135,432.000,32.000
2025-03-29,LINE-03,DAY,MO-088-03-1,PRD-014,ea,1267,461.000,8.000
2025-03-29,LINE-03,NIGHT,MO-088-03-2,PRD-015,ea,1285,449.000,12.000
2025-03-30,LINE-01,DAY,MO-089-01-1,PRD-017,ea,717,448.000,14.000
2025-03-30,LINE-01,NIGHT,MO-089-01-2,PRD-018,ea,1114,454.000,17.000
2025-03-30,LINE-02,DAY,MO-089-02-1,PRD-019,ea,1345,437.000,28.000
2025-03-30,LINE-02,NIGHT,MO-089-02-2,PRD-020,ea,1258,447.000,24.000
2025-03-30,LINE-03,DAY,MO-089-03-1,PRD-001,ea,988,438.000,22.000
2025-03-30,LINE-03,NIGHT,MO-089-03-2,PRD-002,ea,981,441.000,21.000
2025-03-31,LINE-01,DAY,MO-090-01-1,PRD-004,ea,990,439.000,21.000
2025-03-31,LINE-01,NIGHT,MO-090-01-2,PRD-005,ea,861,452.000,16.000
2025-03-31,LINE-02,DAY,MO-090-02-1,PRD-006,ea,1131,452.000,9.000
2025-03-31,LINE-02,NIGHT,MO-090-02-2,PRD-007,ea,1018,444.000,28.000
2025-03-31,LINE-03,DAY,MO-090-03-1,PRD-008,ea,1129,454.000,15.000
2025-03-31,LINE-03,NIGHT,MO-090-03-2,PRD-009,ea,1058,448.000,13.000
