snapshot_date,material_id,qty_unit,inventory_qty,safety_stock
2025-03-23,MAT-007,m,518.968,272.000
2025-03-24,MAT-007,m,473.283,272.000
2025-03-25,MAT-007,m,472.660,272.000
2025-03-26,MAT-007,m,444.755,272.000
2025-03-27,MAT-007,m,403.667,272.000
2025-03-28,MAT-007,m,392.742,272.000
2025-03-29,MAT-007,m,363.101,272.000
2025-03-30,MAT-007,m,536.664,272.000
2025-03-31,MAT-007,m,517.451,272.000
2025-01-01,MAT-008,l,561.014,284.000
2025-01-02,MAT-008,l,524.832,284.000
2025-01-03,MAT-008,l,498.874,284.000
2025-01-04,MAT-008,l,482.965,284.000
2025-01-05,MAT-008,l,477.853,284.000
2025-01-06,MAT-008,l,448.966,284.000
2025-01-07,MAT-008,l,403.996,284.000
2025-01-08,MAT-008,l,400.642,284.000
2025-01-09,MAT-008,l,358.211,284.000
2025-01-10,MAT-008,l,565.650,284.000
2025-01-11,MAT-008,l,535.311,284.000
2025-01-12,MAT-008,l,515.626,284.000
2025-01-13,MAT-008,l,499.309,284.000
2025-01-14,MAT-008,l,467.164,284.000
2025-01-15,MAT-008,l,428.409,284.000
2025-01-16,MAT-008,l,422.334,284.000
2025-01-17,MAT-008,l,403.055,284.000
2025-01-18,MAT-008,l,375.500,284.000
2025-01-19,MAT-008,l,546.436,284.000
2025-01-20,MAT-008,l,539.693,284.000
2025-01-21,MAT-008,l,520.126,284.000
2025-01-22,MAT-008,l,491.411,284.000
2025-01-23,MAT-008,l,467.823,284.000
2025-01-24,MAT-008,l,432.689,284.000
2025-01-25,MAT-008,l,425.358,284.000
2025-01-26,MAT-008,l,390.347,284.000
2025-01-27,MAT-008,l,378.648,284.000
2025-01-28,MAT-008,l,569.966,284.000
2025-01-29,MAT-008,l,536.628,284.000
2025-01-30,MAT-008,l,506.395,284.000
2025-01-31,MAT-008,l,484.478,284.000
2025-02-01,MAT-008,l,471.384,284.000
2025-02-02,MAT-008,l,430.992,284.000
2025-02-03,MAT-008,l,419.847,284.000
2025-02-04,MAT-008,l,380.399,284.000
2025-02-05,MAT-008,l,374.875,284.000
2025-02-06,MAT-008,l,550.237,284.000
2025-02-07,MAT-008,l,537.057,284.000
2025-02-08,MAT-008,l,520.313,284.000
2025-02-09,MAT-008,l,499.846,284.000
2025-02-10,MAT-008,l,460.904,284.000
2025-02-11,MAT-008,l,454.214,284.000
2025-02-12,MAT-008,l,430.003,284.000
2025-02-13,MAT-008,l,399.507,284.000
2025-02-14,MAT-008,l,371.476,284.000
2025-02-15,MAT-008,l,548.371,284.000
2025-02-16,MAT-008,l,537.536,284.000
2025-02-17,MAT-008,l,500.206,284.000
2025-02-18,MAT-008,l,498.912,284.000
2025-02-19,MAT-008,l,471.009,284.000
2025-02-20,MAT-008,l,441.664,284.000
2025-02-21,MAT-008,l,421.951,284.000
2025-02-22,MAT-008,l,395.201,284.000
2025-02-23,MAT-008,l,383.916,284.000
2025-02-24,MAT-008,l,566.058,284.000
2025-02-25,MAT-008,l,532.561,284.000
2025-02-26,MAT-008,l,519.383,284.000
2025-02-27,MAT-008,l,479.247,284.000
2025-02-28,MAT-008,l,472.023,284.000
2025-03-01,MAT-008,l,428.112,284.000
2025-03-02,MAT-008,l,417.996,284.000
2025-03-03,MAT-008,l,380.015,284.000
2025-03-04,MAT-008,l,359.998,284.000
2025-03-05,MAT-008,l,552.051,284.000
2025-03-06,MAT-008,l,523.054,284.000
2025-03-07,MAT-008,l,503.057,284.000
2025-03-08,MAT-008,l,474.435,284.000
2025-03-09,MAT-008,l,464.410,284.000
2025-03-10,MAT-008,l,450.426,284.000
2025-03-11,MAT-008,l,417.069,284.000
2025-03-12,MAT-008,l,395.192,284.000
2025-03-13,MAT-008,l,366.085,284.000
2025-03-14,MAT-008,l,570.197,284.000
2025-03-15,MAT-008,l,546.698,284.000
2025-03-16,MAT-008,l,503.856,284.000
2025-03-17,MAT-008,l,494.821,284.000
2025-03-18,MAT-008,l,458.144,284.000
2025-03-19,MAT-008,l,452.723,284.000
2025-03-20,MAT-008,l,428.132,284.000
2025-03-21,MAT-008,l,396.990,284.000
2025-03-22,MAT-008,l,378.878,284.000
2025-03-23,MAT-008,l,565.840,284.000
2025-03-24,MAT-008,l,523.962,284.000
2025-03-25,MAT-008,l,519.027,284.000
2025-03-26,MAT-008,l,487.725,284.000
2025-03-27,MAT-008,l,471.110,284.000
2025-03-28,MAT-008,l,429.317,284.000
2025-03-29,MAT-008,l,416.490,284.000
2025-03-30,MAT-008,l,403.572,284.000
2025-03-31,MAT-008,l,362.610,284.000
2025-01-01,MAT-009,ea,591,296
2025-01-02,MAT-009,ea,553,296
2025-01-03,MAT-009,ea,528,296
2025-01-04,MAT-009,ea,521,296
2025-01-05,MAT-009,ea,500,296
2025-01-06,MAT-009,ea,486,296
2025-01-07,MAT-009,ea,439,296
2025-01-08,MAT-009,ea,416,296
2025-01-09,MAT-009,ea,418,296
2025-01-10,MAT-009,ea,393,296
2025-01-11,MAT-009,ea,579,296
2025-01-12,MAT-009,ea,572,296
2025-01-13,MAT-009,ea,525,296
2025-01-14,MAT-009,ea,504,296
2025-01-15,MAT-009,ea,481,296
2025-01-16,MAT-009,ea,469,296
2025-01-17,MAT-009,ea,447,296
2025-01-18,MAT-009,ea,439,296
2025-01-19,MAT-009,ea,407,296
2025-01-20,MAT-009,ea,390,296
2025-01-21,MAT-009,ea,582,296
2025-01-22,MAT-009,ea,569,296
2025-01-23,MAT-009,ea,549,296
2025-01-24,MAT-009,ea,503,296
2025-01-25,MAT-009,ea,495,296
2025-01-26,MAT-009,ea,483,296
2025-01-27,MAT-009,ea,459,296
2025-01-28,MAT-009,ea,425,296
2025-01-29,MAT-009,ea,391,296
2025-01-30,MAT-009,ea,388,296
2025-01-31,MAT-009,ea,597,296
2025-02-01,MAT-009,ea,572,296
2025-02-02,MAT-009,ea,552,296
2025-02-03,MAT-009,ea,514,296
2025-02-04,MAT-009,ea,505,296
2025-02-05,MAT-009,ea,471,296
2025-02-06,MAT-009,ea,464,296
2025-02-07,MAT-009,ea,432,296
2025-02-08,MAT-009,ea,397,296
2025-02-09,MAT-009,ea,391,296
2025-02-10,MAT-009,ea,569,296
2025-02-11,MAT-009,ea,570,296
2025-02-12,MAT-009,ea,547,296
2025-02-13,MAT-009,ea,520,296
2025-02-14,MAT-009,ea,507,296
2025-02-15,MAT-009,ea,462,296
2025-02-16,MAT-009,ea,435,296
2025-02-17,MAT-009,ea,421,296
2025-02-18,MAT-009,ea,407,296
2025-02-19,MAT-009,ea,384,296
2025-02-20,MAT-009,ea,591,296
2025-02-21,MAT-009,ea,572,296
2025-02-22,MAT-009,ea,544,296
2025-02-23,MAT-009,ea,504,296
2025-02-24,MAT-009,ea,506,296
2025-02-25,MAT-009,ea,458,296
2025-02-26,MAT-009,ea,437,296
2025-02-27,MAT-009,ea,436,296
2025-02-28,MAT-009,ea,412,296
2025-03-01,MAT-009,ea,370,296
2025-03-02,MAT-009,ea,590,296
2025-03-03,MAT-009,ea,546,296
2025-03-04,MAT-009,ea,539,296
2025-03-05,MAT-009,ea,509,296
2025-03-06,MAT-009,ea,485,296
2025-03-07,MAT-009,ea,469,296
2025-03-08,MAT-009,ea,440,296
2025-03-09,MAT-009,ea,432,296
2025-03-10,MAT-009,ea,406,296
2025-03-11,MAT-009,ea,374,296
2025-03-12,MAT-009,ea,575,296
2025-03-13,MAT-009,ea,570,296
2025-03-14,MAT-009,ea,536,296
2025-03-15,MAT-009,ea,506,296
2025-03-16,MAT-009,ea,483,296
2025-03-17,MAT-009,ea,482,296
2025-03-18,MAT-009,ea,444,296
2025-03-19,MAT-009,ea,425,296
2025-03-20,MAT-009,ea,409,296
2025-03-21,MAT-009,ea,369,296
2025-03-22,MAT-009,ea,590,296
2025-03-23,MAT-009,ea,563,296
2025-03-24,MAT-009,ea,531,296
2025-03-25,MAT-009,ea,520,296
2025-03-26,MAT-009,ea,491,296
2025-03-27,MAT-009,ea,484,296
2025-03-28,MAT-009,ea,459,296
2025-03-29,MAT-009,ea,423,296
2025-03-30,MAT-009,ea,407,296
2025-03-31,MAT-009,ea,394,296
2025-01-01,MAT-010,kg,595.156,308.000
2025-01-02,MAT-010,kg,598.933,308.000
2025-01-03,MAT-010,kg,550.465,308.000
2025-01-04,MAT-010,kg,551.757,308.000
2025-01-05,MAT-010,kg,516.687,308.000
2025-01-06,MAT-010,kg,510.937,308.000
2025-01-07,MAT-010,kg,492.378,308.000
2025-01-08,MAT-010,kg,461.946,308.000
2025-01-09,MAT-010,kg,429.884,308.000
2025-01-10,MAT-010,kg,408.676,308.000
2025-01-11,MAT-010,kg,381.798,308.000
2025-01-12,MAT-010,kg,591.955,308.000
2025-01-13,MAT-010,kg,571.734,308.000
2025-01-14,MAT-010,kg,568.199,308.000
2025-01-15,MAT-010,kg,556.959,308.000
2025-01-16,MAT-010,kg,510.966,308.000
2025-01-17,MAT-010,kg,501.382,308.000
2025-01-18,MAT-010,kg,479.049,308.000
2025-01-19,MAT-010,kg,473.896,308.000
2025-01-20,MAT-010,kg,428.502,308.000
2025-01-21,MAT-010,kg,411.143,308.000
2025-01-22,MAT-010,kg,411.513,308.000
2025-01-23,MAT-010,kg,613.278,308.000
2025-01-24,MAT-010,kg,599.998,308.000
2025-01-25,MAT-010,kg,574.130,308.000
2025-01-26,MAT-010,kg,545.795,308.000
2025-01-27,MAT-010,kg,514.367,308.000
2025-01-28,MAT-010,kg,514.173,308.000
2025-01-29,MAT-010,kg,477.513,308.000
2025-01-30,MAT-010,kg,469.756,308.000
2025-01-31,MAT-010,kg,453.343,308.000
2025-02-01,MAT-010,kg,410.174,308.000
2025-02-02,MAT-010,kg,394.513,308.000
2025-02-03,MAT-010,kg,603.202,308.000
2025-02-04,MAT-010,kg,584.095,308.000
2025-02-05,MAT-010,kg,580.132,308.000
2025-02-06,MAT-010,kg,539.622,308.000
2025-02-07,MAT-010,kg,525.537,308.000
2025-02-08,MAT-010,kg,494.124,308.000
2025-02-09,MAT-010,kg,474.578,308.000
2025-02-10,MAT-010,kg,469.338,308.000
2025-02-11,MAT-010,kg,445.849,308.000
2025-02-12,MAT-010,kg,415.321,308.000
2025-02-13,MAT-010,kg,388.639,308.000
2025-02-14,MAT-010,kg,603.278,308.000
2025-02-15,MAT-010,kg,598.065,308.000
2025-02-16,MAT-010,kg,579.651,308.000
2025-02-17,MAT-010,kg,544.339,308.000
2025-02-18,MAT-010,kg,511.245,308.000
2025-02-19,MAT-010,kg,499.558,308.000
2025-02-20,MAT-010,kg,466.769,308.000
2025-02-21,MAT-010,kg,467.423,308.000
2025-02-22,MAT-010,kg,440.465,308.000
2025-02-23,MAT-010,kg,410.870,308.000
2025-02-24,MAT-010,kg,398.879,308.000
2025-02-25,MAT-010,kg,610.446,308.000
2025-02-26,MAT-010,kg,597.620,308.000
2025-02-27,MAT-010,kg,563.519,308.000
2025-02-28,MAT-010,kg,544.862,308.000
2025-03-01,MAT-010,kg,522.383,308.000
2025-03-02,MAT-010,kg,509.077,308.000
2025-03-03,MAT-010,kg,480.048,308.000
2025-03-04,MAT-010,kg,450.441,308.000
2025-03-05,MAT-010,kg,452.681,308.000
2025-03-06,MAT-010,kg,417.109,308.000
2025-03-07,MAT-010,kg,389.402,308.000
2025-03-08,MAT-010,kg,600.871,308.000
2025-03-09,MAT-010,kg,580.088,308.000
2025-03-10,MAT-010,kg,563.530,308.000
2025-03-11,MAT-010,kg,535.315,308.000
2025-03-12,MAT-010,kg,533.596,308.000
2025-03-13,MAT-010,kg,492.245,308.000
2025-03-14,MAT-010,kg,475.993,308.000
2025-03-15,MAT-010,kg,456.521,308.000
2025-03-16,MAT-010,kg,427.833,308.000
2025-03-17,MAT-010,kg,412.589,308.000
2025-03-18,MAT-010,kg,399.207,308.000
2025-03-19,MAT-010,kg,615.682,308.000
2025-03-20,MAT-010,kg,587.906,308.000
2025-03-21,MAT-010,kg,555.895,308.000
2025-03-22,MAT-010,kg,530.878,308.000
2025-03-23,MAT-010,kg,529.752,308.000
2025-03-24,MAT-010,kg,508.600,308.000
2025-03-25,MAT-010,kg,478.471,308.000
2025-03-26,MAT-010,kg,466.158,308.000
2025-03-27,MAT-010,kg,426.286,308.000
2025-03-28,MAT-010,kg,431.917,308.000
2025-03-29,MAT-010,kg,398.363,308.000
2025-03-30,MAT-010,kg,593.846,308.000
2025-03-31,MAT-010,kg,596.020,308.000
2025-01-01,MAT-011,m,618.198,320.000
2025-01-02,MAT-011,m,589.805,320.000
2025-01-03,MAT-011,m,564.646,320.000
2025-01-04,MAT-011,m,524.822,320.000
2025-01-05,MAT-011,m,496.307,320.000
2025-01-06,MAT-011,m,462.438,320.000
2025-01-07,MAT-011,m,431.730,320.000
2025-01-08,MAT-011,m,642.042,320.000
2025-01-09,MAT-011,m,587.565,320.000
2025-01-10,MAT-011,m,569.837,320.000
2025-01-11,MAT-011,m,520.171,320.000
2025-01-12,MAT-011,m,490.224,320.000
2025-01-13,MAT-011,m,452.081,320.000
2025-01-14,MAT-011,m,434.269,320.000
2025-01-15,MAT-011,m,623.711,320.000
2025-01-16,MAT-011,m,596.792,320.000
2025-01-17,MAT-011,m,550.293,320.000
2025-01-18,MAT-011,m,514.533,320.000
2025-01-19,MAT-011,m,478.644,320.000
2025-01-20,MAT-011,m,450.236,320.000
2025-01-21,MAT-011,m,420.304,320.000
2025-01-22,MAT-011,m,628.450,320.000
2025-01-23,MAT-011,m,586.527,320.000
2025-01-24,MAT-011,m,564.647,320.000
2025-01-25,MAT-011,m,536.097,320.000
2025-01-26,MAT-011,m,502.743,320.000
2025-01-27,MAT-011,m,455.020,320.000
2025-01-28,MAT-011,m,431.987,320.000
2025-01-29,MAT-011,m,640.329,320.000
2025-01-30,MAT-011,m,584.366,320.000
2025-01-31,MAT-011,m,546.721,320.000
2025-02-01,MAT-011,m,519.601,320.000
2025-02-02,MAT-011,m,499.335,320.000
2025-02-03,MAT-011,m,445.849,320.000
2025-02-04,MAT-011,m,422.596,320.000
2025-02-05,MAT-011,m,622.768,320.000
2025-02-06,MAT-011,m,606.544,320.000
2025-02-07,MAT-011,m,567.707,320.000
2025-02-08,MAT-011,m,516.140,320.000
2025-02-09,MAT-011,m,502.271,320.000
2025-02-10,MAT-011,m,469.542,320.000
2025-02-11,MAT-011,m,421.330,320.000
2025-02-12,MAT-011,m,632.997,320.000
2025-02-13,MAT-011,m,595.526,320.000
2025-02-14,MAT-011,m,575.481,320.000
2025-02-15,MAT-011,m,521.803,320.000
2025-02-16,MAT-011,m,490.852,320.000
2025-02-17,MAT-011,m,453.854,320.000
2025-02-18,MAT-011,m,420.555,320.000
2025-02-19,MAT-011,m,631.574,320.000
2025-02-20,MAT-011,m,599.303,320.000
2025-02-21,MAT-011,m,564.038,320.000
2025-02-22,MAT-011,m,523.161,320.000
2025-02-23,MAT-011,m,501.086,320.000
2025-02-24,MAT-011,m,474.519,320.000
2025-02-25,MAT-011,m,429.823,320.000
2025-02-26,MAT-011,m,640.246,320.000
2025-02-27,MAT-011,m,610.526,320.000
2025-02-28,MAT-011,m,557.164,320.000
2025-03-01,MAT-011,m,519.475,320.000
2025-03-02,MAT-011,m,506.870,320.000
2025-03-03,MAT-011,m,471.535,320.000
2025-03-04,MAT-011,m,414.703,320.000
2025-03-05,MAT-011,m,644.761,320.000
2025-03-06,MAT-011,m,597.593,320.000
2025-03-07,MAT-011,m,558.316,320.000
2025-03-08,MAT-011,m,517.431,320.000
2025-03-09,MAT-011,m,477.501,320.000
2025-03-10,MAT-011,m,445.997,320.000
2025-03-11,MAT-011,m,416.313,320.000
2025-03-12,MAT-011,m,627.686,320.000
2025-03-13,MAT-011,m,591.014,320.000
2025-03-14,MAT-011,m,549.768,320.000
2025-03-15,MAT-011,m,521.097,320.000
2025-03-16,MAT-011,m,491.798,320.000
2025-03-17,MAT-011,m,453.421,320.000
2025-03-18,MAT-011,m,424.899,320.000
2025-03-19,MAT-011,m,642.660,320.000
2025-03-20,MAT-011,m,592.455,320.000
2025-03-21,MAT-011,m,551.952,320.000
2025-03-22,MAT-011,m,521.222,320.000
2025-03-23,MAT-011,m,494.911,320.000
2025-03-24,MAT-011,m,456.497,320.000
2025-03-25,MAT-011,m,430.760,320.000
2025-03-26,MAT-011,m,619.520,320.000
2025-03-27,MAT-011,m,604.018,320.000
2025-03-28,MAT-011,m,564.718,320.000
2025-03-29,MAT-011,m,536.215,320.000
2025-03-30,MAT-011,m,491.199,320.000
2025-03-31,MAT-011,m,454.633,320.000
2025-01-01,MAT-012,l,658.901,332.000
2025-01-02,MAT-012,l,618.340,332.000
2025-01-03,MAT-012,l,581.510,332.000
2025-01-04,MAT-012,l,569.991,332.000
2025-01-05,MAT-012,l,540.988,332.000
2025-01-06,MAT-012,l,502.794,332.000
2025-01-07,MAT-012,l,464.148,332.000
2025-01-08,MAT-012,l,446.986,332.000
2025-01-09,MAT-012,l,654.080,332.000
2025-01-10,MAT-012,l,634.598,332.000
2025-01-11,MAT-012,l,575.631,332.000
2025-01-12,MAT-012,l,563.651,332.000
2025-01-13,MAT-012,l,525.310,332.000
2025-01-14,MAT-012,l,509.426,332.000
2025-01-15,MAT-012,l,464.973,332.000
2025-01-16,MAT-012,l,428.657,332.000
2025-01-17,MAT-012,l,655.769,332.000
2025-01-18,MAT-012,l,631.746,332.000
2025-01-19,MAT-012,l,576.472,332.000
2025-01-20,MAT-012,l,577.120,332.000
2025-01-21,MAT-012,l,536.328,332.000
2025-01-22,MAT-012,l,493.074,332.000
2025-01-23,MAT-012,l,458.330,332.000
2025-01-24,MAT-012,l,447.424,332.000
2025-01-25,MAT-012,l,649.077,332.000
2025-01-26,MAT-012,l,621.741,332.000
2025-01-27,MAT-012,l,577.974,332.000
2025-01-28,MAT-012,l,570.782,332.000
2025-01-29,MAT-012,l,520.519,332.000
2025-01-30,MAT-012,l,494.601,332.000
2025-01-31,MAT-012,l,454.208,332.000
2025-02-01,MAT-012,l,420.943,332.000
2025-02-02,MAT-012,l,667.586,332.000
2025-02-03,MAT-012,l,626.143,332.000
2025-02-04,MAT-012,l,603.970,332.000
2025-02-05,MAT-012,l,547.001,332.000
2025-02-06,MAT-012,l,513.286,332.000
2025-02-07,MAT-012,l,499.660,332.000
2025-02-08,MAT-012,l,455.698,332.000
2025-02-09,MAT-012,l,431.765,332.000
2025-02-10,MAT-012,l,659.682,332.000
2025-02-11,MAT-012,l,628.879,332.000
2025-02-12,MAT-012,l,576.043,332.000
2025-02-13,MAT-012,l,556.891,332.000
2025-02-14,MAT-012,l,539.002,332.000
2025-02-15,MAT-012,l,487.747,332.000
2025-02-16,MAT-012,l,459.974,332.000
2025-02-17,MAT-012,l,428.225,332.000
2025-02-18,MAT-012,l,641.279,332.000
2025-02-19,MAT-012,l,613.415,332.000
2025-02-20,MAT-012,l,581.782,332.000
2025-02-21,MAT-012,l,562.298,332.000
2025-02-22,MAT-012,l,516.205,332.000
2025-02-23,MAT-012,l,504.498,332.000
2025-02-24,MAT-012,l,479.463,332.000
2025-02-25,MAT-012,l,427.423,332.000
2025-02-26,MAT-012,l,658.145,332.000
2025-02-27,MAT-012,l,636.414,332.000
2025-02-28,MAT-012,l,591.398,332.000
2025-03-01,MAT-012,l,547.857,332.000
2025-03-02,MAT-012,l,521.077,332.000
2025-03-03,MAT-012,l,513.774,332.000
2025-03-04,MAT-012,l,483.586,332.000
2025-03-05,MAT-012,l,436.018,332.000
2025-03-06,MAT-012,l,660.852,332.000
2025-03-07,MAT-012,l,616.668,332.000
2025-03-08,MAT-012,l,585.632,332.000
2025-03-09,MAT-012,l,574.269,332.000
2025-03-10,MAT-012,l,521.149,332.000
2025-03-11,MAT-012,l,492.348,332.000
2025-03-12,MAT-012,l,239.397,332.000
2025-03-13,MAT-012,l,186.035,332.000
2025-03-14,MAT-012,l,276.912,332.000
2025-03-15,MAT-012,l,214.353,332.000
2025-03-16,MAT-012,l,201.702,332.000
2025-03-17,MAT-012,l,198.509,332.000
2025-03-18,MAT-012,l,277.320,332.000
2025-03-19,MAT-012,l,486.048,332.000
2025-03-20,MAT-012,l,459.095,332.000
2025-03-21,MAT-012,l,420.294,332.000
2025-03-22,MAT-012,l,644.544,332.000
2025-03-23,MAT-012,l,612.870,332.000
2025-03-24,MAT-012,l,599.166,332.000
2025-03-25,MAT-012,l,544.673,332.000
2025-03-26,MAT-012,l,523.940,332.000
2025-03-27,MAT-012,l,510.461,332.000
2025-03-28,MAT-012,l,458.349,332.000
2025-03-29,MAT-012,l,425.630,332.000
2025-03-30,MAT-012,l,638.818,332.000
2025-03-31,MAT-012,l,615.438,332.000
2025-01-01,MAT-013,ea,677,344
2025-01-02,MAT-013,ea,634,344
2025-01-03,MAT-013,ea,631,344
2025-01-04,MAT-013,ea,581,344
2025-01-05,MAT-013,ea,569,344
2025-01-06,MAT-013,ea,527,344
2025-01-07,MAT-013,ea,506,344
2025-01-08,MAT-013,ea,483,344
2025-01-09,MAT-013,ea,433,344
2025-01-10,MAT-013,ea,680,344
2025-01-11,MAT-013,ea,654,344
2025-01-12,MAT-013,ea,611,344
2025-01-13,MAT-013,ea,596,344
2025-01-14,MAT-013,ea,563,344
2025-01-15,MAT-013,ea,542,344
2025-01-16,MAT-013,ea,502,344
2025-01-17,MAT-013,ea,492,344
2025-01-18,MAT-013,ea,439,344
2025-01-19,MAT-013,ea,687,344
2025-01-20,MAT-013,ea,665,344
2025-01-21,MAT-013,ea,606,344
2025-01-22,MAT-013,ea,603,344
2025-01-23,MAT-013,ea,569,344
2025-01-24,MAT-013,ea,519,344
2025-01-25,MAT-013,ea,503,344
2025-01-26,MAT-013,ea,475,344
2025-01-27,MAT-013,ea,443,344
2025-01-28,MAT-013,ea,665,344
2025-01-29,MAT-013,ea,665,344
2025-01-30,MAT-013,ea,624,344
2025-01-31,MAT-013,ea,596,344
2025-02-01,MAT-013,ea,567,344
2025-02-02,MAT-013,ea,540,344
2025-02-03,MAT-013,ea,504,344
2025-02-04,MAT-013,ea,471,344
2025-02-05,MAT-013,ea,447,344
2025-02-06,MAT-013,ea,673,344
2025-02-07,MAT-013,ea,647,344
2025-02-08,MAT-013,ea,615,344
2025-02-09,MAT-013,ea,594,344
2025-02-10,MAT-013,ea,580,344
2025-02-11,MAT-013,ea,533,344
2025-02-12,MAT-013,ea,500,344
2025-02-13,MAT-013,ea,472,344
2025-02-14,MAT-013,ea,442,344
2025-02-15,MAT-013,ea,675,344
2025-02-16,MAT-013,ea,652,344
2025-02-17,MAT-013,ea,637,344
2025-02-18,MAT-013,ea,586,344
2025-02-19,MAT-013,ea,556,344
2025-02-20,MAT-013,ea,529,344
2025-02-21,MAT-013,ea,523,344
2025-02-22,MAT-013,ea,493,344
2025-02-23,MAT-013,ea,441,344
2025-02-24,MAT-013,ea,671,344
2025-02-25,MAT-013,ea,648,344
2025-02-26,MAT-013,ea,603,344
2025-02-27,MAT-013,ea,580,344
2025-02-28,MAT-013,ea,563,344
2025-03-01,MAT-013,ea,546,344
2025-03-02,MAT-013,ea,489,344
2025-03-03,MAT-013,ea,468,344
2025-03-04,MAT-013,ea,443,344
2025-03-05,MAT-013,ea,690,344
2025-03-06,MAT-013,ea,638,344
2025-03-07,MAT-013,ea,624,344
2025-03-08,MAT-013,ea,581,344
2025-03-09,MAT-013,ea,572,344
2025-03-10,MAT-013,ea,542,344
2025-03-11,MAT-013,ea,512,344
2025-03-12,MAT-013,ea,483,344
2025-03-13,MAT-013,ea,446,344
2025-03-14,MAT-013,ea,665,344
2025-03-15,MAT-013,ea,637,344
2025-03-16,MAT-013,ea,624,344
2025-03-17,MAT-013,ea,577,344
2025-03-18,MAT-013,ea,578,344
2025-03-19,MAT-013,ea,522,344
2025-03-20,MAT-013,ea,515,344
2025-03-21,MAT-013,ea,475,344
2025-03-22,MAT-013,ea,434,344
2025-03-23,MAT-013,ea,661,344
2025-03-24,MAT-013,ea,634,344
2025-03-25,MAT-013,ea,626,344
2025-03-26,MAT-013,ea,593,344
2025-03-27,MAT-013,ea,558,344
2025-03-28,MAT-013,ea,541,344
2025-03-29,MAT-013,ea,492,344
2025-03-30,MAT-013,ea,470,344
2025-03-31,MAT-013,ea,458,344
2025-01-01,MAT-014,kg,694.788,356.000
2025-01-02,MAT-014,kg,659.538,356.000
2025-01-03,MAT-014,kg,661.453,356.000
2025-01-04,MAT-014,kg,619.162,356.000
2025-01-05,MAT-014,kg,589.899,356.000
2025-01-06,MAT-014,kg,584.784,356.000
2025-01-07,MAT-014,kg,552.303,356.000
2025-01-08,MAT-014,kg,531.517,356.000
2025-01-09,MAT-014,kg,501.477,356.000
2025-01-10,MAT-014,kg,467.920,356.000
2025-01-11,MAT-014,kg,688.859,356.000
2025-01-12,MAT-014,kg,662.724,356.000
2025-01-13,MAT-014,kg,631.966,356.000
2025-01-14,MAT-014,kg,615.906,356.000
2025-01-15,MAT-014,kg,578.840,356.000
2025-01-16,MAT-014,kg,575.460,356.000
2025-01-17,MAT-014,kg,529.352,356.000
2025-01-18,MAT-014,kg,499.136,356.000
2025-01-19,MAT-014,kg,477.575,356.000
2025-01-20,MAT-014,kg,460.405,356.000
2025-01-21,MAT-014,kg,715.212,356.000
2025-01-22,MAT-014,kg,676.004,356.000
2025-01-23,MAT-014,kg,652.431,356.000
2025-01-24,MAT-014,kg,634.363,356.000
2025-01-25,MAT-014,kg,612.196,356.000
2025-01-26,MAT-014,kg,563.884,356.000
2025-01-27,MAT-014,kg,529.240,356.000
2025-01-28,MAT-014,kg,516.693,356.000
2025-01-29,MAT-014,kg,501.189,356.000
2025-01-30,MAT-014,kg,445.025,356.000
2025-01-31,MAT-014,kg,689.599,356.000
2025-02-01,MAT-014,kg,657.416,356.000
2025-02-02,MAT-014,kg,654.641,356.000
2025-02-03,MAT-014,kg,631.734,356.000
2025-02-04,MAT-014,kg,577.615,356.000
2025-02-05,MAT-014,kg,557.167,356.000
2025-02-06,MAT-014,kg,554.669,356.000
2025-02-07,MAT-014,kg,520.309,356.000
2025-02-08,MAT-014,kg,481.294,356.000
2025-02-09,MAT-014,kg,446.999,356.000
2025-02-10,MAT-014,kg,714.741,356.000
2025-02-11,MAT-014,kg,660.743,356.000
2025-02-12,MAT-014,kg,662.414,356.000
2025-02-13,MAT-014,kg,610.984,356.000
2025-02-14,MAT-014,kg,581.452,356.000
2025-02-15,MAT-014,kg,569.728,356.000
2025-02-16,MAT-014,kg,554.132,356.000
2025-02-17,MAT-014,kg,513.196,356.000
2025-02-18,MAT-014,kg,485.796,356.000
2025-02-19,MAT-014,kg,468.414,356.000
2025-02-20,MAT-014,kg,706.270,356.000
2025-02-21,MAT-014,kg,671.240,356.000
2025-02-22,MAT-014,kg,664.458,356.000
2025-02-23,MAT-014,kg,614.493,356.000
2025-02-24,MAT-014,kg,596.606,356.000
2025-02-25,MAT-014,kg,571.306,356.000
2025-02-26,MAT-014,kg,549.192,356.000
2025-02-27,MAT-014,kg,527.167,356.000
2025-02-28,MAT-014,kg,500.359,356.000
2025-03-01,MAT-014,kg,444.654,356.000
2025-03-02,MAT-014,kg,691.940,356.000
2025-03-03,MAT-014,kg,669.104,356.000
2025-03-04,MAT-014,kg,656.596,356.000
2025-03-05,MAT-014,kg,608.715,356.000
2025-03-06,MAT-014,kg,587.789,356.000
2025-03-07,MAT-014,kg,576.586,356.000
2025-03-08,MAT-014,kg,544.902,356.000
2025-03-09,MAT-014,kg,517.288,356.000
2025-03-10,MAT-014,kg,471.573,356.000
2025-03-11,MAT-014,kg,450.665,356.000
2025-03-12,MAT-014,kg,687.109,356.000
2025-03-13,MAT-014,kg,662.663,356.000
2025-03-14,MAT-014,kg,643.890,356.000
2025-03-15,MAT-014,kg,621.274,356.000
