production_date,line_id,shift_id,order_id,product_id,qty_unit,good_qty,scrap_qty
2025-02-27,LINE-01,DAY,MO-058-01-1,PRD-020,ea,1125,126
2025-02-27,LINE-01,NIGHT,MO-058-01-2,PRD-001,ea,707,90
2025-02-27,LINE-02,DAY,MO-058-02-1,PRD-002,ea,959,26
2025-02-27,LINE-02,NIGHT,MO-058-02-2,PRD-003,ea,929,21
2025-02-27,LINE-03,DAY,MO-058-03-1,PRD-004,ea,1088,24
2025-02-27,LINE-03,NIGHT,MO-058-03-2,PRD-005,ea,1000,26
2025-02-28,LINE-01,DAY,MO-059-01-1,PRD-007,ea,844,134
2025-02-28,LINE-01,NIGHT,MO-059-01-2,PRD-008,ea,844,100
2025-02-28,LINE-02,DAY,MO-059-02-1,PRD-009,ea,1116,23
2025-02-28,LINE-02,NIGHT,MO-059-02-2,PRD-010,ea,1020,19
2025-02-28,LINE-03,DAY,MO-059-03-1,PRD-011,ea,1142,35
2025-02-28,LINE-03,NIGHT,MO-059-03-2,PRD-012,ea,1070,23
2025-03-01,LINE-01,DAY,MO-060-01-1,PRD-014,ea,1062,159
2025-03-01,LINE-01,NIGHT,MO-060-01-2,PRD-015,ea,934,110
2025-03-01,LINE-02,DAY,MO-060-02-1,PRD-016,ea,1151,23
2025-03-01,LINE-02,NIGHT,MO-060-02-2,PRD-017,ea,1143,22
2025-03-01,LINE-03,DAY,MO-060-03-1,PRD-018,ea,1342,39
2025-03-01,LINE-03,NIGHT,MO-060-03-2,PRD-019,ea,1215,17
2025-03-02,LINE-01,DAY,MO-061-01-1,PRD-001,ea,771,88
2025-03-02,LINE-01,NIGHT,MO-061-01-2,PRD-002,ea,759,106
2025-03-02,LINE-02,DAY,MO-061-02-1,PRD-003,ea,960,28
2025-03-02,LINE-02,NIGHT,MO-061-02-2,PRD-004,ea,902,12
2025-03-02,LINE-03,DAY,MO-061-03-1,PRD-005,ea,1111,15
2025-03-02,LINE-03,NIGHT,MO-061-03-2,PRD-006,ea,1050,11
2025-03-03,LINE-01,DAY,MO-062-01-1,PRD-008,ea,855,124
2025-03-03,LINE-01,NIGHT,MO-062-01-2,PRD-009,ea,890,118
2025-03-03,LINE-02,DAY,MO-062-02-1,PRD-010,ea,1176,13
2025-03-03,LINE-02,NIGHT,MO-062-02-2,PRD-011,ea,1038,24
2025-03-03,LINE-03,DAY,MO-062-03-1,PRD-012,ea,1141,24
2025-03-03,LINE-03,NIGHT,MO-062-03-2,PRD-013,ea,1184,14
2025-03-04,LINE-01,DAY,MO-063-01-1,PRD-015,ea,1229,13
2025-03-04,LINE-01,NIGHT,MO-063-01-2,PRD-016,ea,1081,16
2025-03-04,LINE-02,DAY,MO-063-02-1,PRD-017,ea,1158,25
2025-03-04,LINE-02,NIGHT,MO-063-02-2,PRD-018,ea,1258,22
2025-03-04,LINE-03,DAY,MO-063-03-1,PRD-019,ea,1334,24
2025-03-04,LINE-03,NIGHT,MO-063-03-2,PRD-020,ea,1322,22
2025-03-05,LINE-01,DAY,MO-064-01-1,PRD-002,ea,946,13
2025-03-05,LINE-01,NIGHT,MO-064-01-2,PRD-003,ea,891,10
2025-03-05,LINE-02,DAY,MO-064-02-1,PRD-004,ea,1083,33
2025-03-05,LINE-02,NIGHT,MO-064-02-2,PRD-005,ea,909,21
2025-03-05,LINE-03,DAY,MO-064-03-1,PRD-006,ea,1173,32
2025-03-05,LINE-03,NIGHT,MO-064-03-2,PRD-007,ea,1022,13
2025-03-06,LINE-01,DAY,MO-065-01-1,PRD-009,ea,1016,24
2025-03-06,LINE-01,NIGHT,MO-065-01-2,PRD-010,ea,984,16
2025-03-06,LINE-02,DAY,MO-065-02-1,PRD-011,ea,1114,31
2025-03-06,LINE-02,NIGHT,MO-065-02-2,PRD-012,ea,1117,25
2025-03-06,LINE-03,DAY,MO-065-03-1,PRD-013,ea,1144,26
2025-03-06,LINE-03,NIGHT,MO-065-03-2,PRD-014,ea,1195,27
2025-03-07,LINE-01,DAY,MO-066-01-1,PRD-016,ea,1178,35
2025-03-07,LINE-01,NIGHT,MO-066-01-2,PRD-017,ea,1043,17
2025-03-07,LINE-02,DAY,MO-066-02-1,PRD-018,ea,1324,22
2025-03-07,LINE-02,NIGHT,MO-066-02-2,PRD-019,ea,1199,34
2025-03-07,LINE-03,DAY,MO-066-03-1,PRD-020,ea,1396,35
2025-03-07,LINE-03,NIGHT,MO-066-03-2,PRD-001,ea,958,29
2025-03-08,LINE-01,DAY,MO-067-01-1,PRD-003,ea,935,16
2025-03-08,LINE-01,NIGHT,MO-067-01-2,PRD-004,ea,868,15
2025-03-08,LINE-02,DAY,MO-067-02-1,PRD-005,ea,1037,18
2025-03-08,LINE-02,NIGHT,MO-067-02-2,PRD-006,ea,1016,30
2025-03-08,LINE-03,DAY,MO-067-03-1,PRD-007,ea,1137,19
2025-03-08,LINE-03,NIGHT,MO-067-03-2,PRD-008,ea,1109,24
2025-03-09,LINE-01,DAY,MO-068-01-1,PRD-010,ea,1034,24
2025-03-09,LINE-01,NIGHT,MO-068-01-2,PRD-011,ea,1001,19
2025-03-09,LINE-02,DAY,MO-068-02-1,PRD-012,ea,1156,24
2025-03-09,LINE-02,NIGHT,MO-068-02-2,PRD-013,ea,1139,34
2025-03-09,LINE-03,DAY,MO-068-03-1,PRD-014,ea,1173,31
2025-03-09,LINE-03,NIGHT,MO-068-03-2,PRD-015,ea,1136,29
2025-03-10,LINE-01,DAY,MO-069-01-1,PRD-017,ea,1162,30
2025-03-10,LINE-01,NIGHT,MO-069-01-2,PRD-018,ea,1049,20
2025-03-10,LINE-02,DAY,MO-069-02-1,PRD-019,ea,1283,17
2025-03-10,LINE-02,NIGHT,MO-069-02-2,PRD-020,ea,1227,28
2025-03-10,LINE-03,DAY,MO-069-03-1,PRD-001,ea,956,29
2025-03-10,LINE-03,NIGHT,MO-069-03-2,PRD-002,ea,915,14
2025-03-11,LINE-01,DAY,MO-070-01-1,PRD-004,ea,1012,24
2025-03-11,LINE-01,NIGHT,MO-070-01-2,PRD-005,ea,830,18
2025-03-11,LINE-02,DAY,MO-070-02-1,PRD-006,ea,1099,17
2025-03-11,LINE-02,NIGHT,MO-070-02-2,PRD-007,ea,1006,14
2025-03-11,LINE-03,DAY,MO-070-03-1,PRD-008,ea,1105,21
2025-03-11,LINE-03,NIGHT,MO-070-03-2,PRD-009,ea,1118,32
2025-03-12,LINE-01,DAY,MO-071-01-1,PRD-011,ea,1091,21
2025-03-12,LINE-01,NIGHT,MO-071-01-2,PRD-012,ea,1031,19
2025-03-12,LINE-02,DAY,MO-071-02-1,PRD-013,ea,1127,19
2025-03-12,LINE-02,NIGHT,MO-071-02-2,PRD-014,ea,1103,32
2025-03-12,LINE-03,DAY,MO-071-03-1,PRD-015,ea,1330,32
2025-03-12,LINE-03,NIGHT,MO-071-03-2,PRD-016,ea,1141,19
2025-03-13,LINE-01,DAY,MO-072-01-1,PRD-018,ea,1199,37
2025-03-13,LINE-01,NIGHT,MO-072-01-2,PRD-019,ea,1117,21
2025-03-13,LINE-02,DAY,MO-072-02-1,PRD-020,ea,1285,16
2025-03-13,LINE-02,NIGHT,MO-072-02-2,PRD-001,ea,920,18
2025-03-13,LINE-03,DAY,MO-072-03-1,PRD-002,ea,1024,23
2025-03-13,LINE-03,NIGHT,MO-072-03-2,PRD-003,ea,966,27
2025-03-14,LINE-01,DAY,MO-073-01-1,PRD-005,ea,981,29
2025-03-14,LINE-01,NIGHT,MO-073-01-2,PRD-006,ea,875,20
2025-03-14,LINE-02,DAY,MO-073-02-1,PRD-007,ea,1025,17
2025-03-14,LINE-02,NIGHT,MO-073-02-2,PRD-008,ea,1019,22
2025-03-14,LINE-03,DAY,MO-073-03-1,PRD-009,ea,1228,14
2025-03-14,LINE-03,NIGHT,MO-073-03-2,PRD-010,ea,1108,31
2025-03-15,LINE-01,DAY,MO-074-01-1,PRD-012,ea,1122,21
2025-03-15,LINE-01,NIGHT,MO-074-01-2,PRD-013,ea,1088,27
2025-03-15,LINE-02,DAY,MO-074-02-1,PRD-014,ea,1177,28
2025-03-15,LINE-02,NIGHT,MO-074-02-2,PRD-015,ea,1097,23
2025-03-15,LINE-03,DAY,MO-074-03-1,PRD-016,ea,1280,14
2025-03-15,LINE-03,NIGHT,MO-074-03-2,PRD-017,ea,1231,14
2025-03-16,LINE-01,DAY,MO-075-01-1,PRD-019,ea,1286,31
2025-03-16,LINE-01,NIGHT,MO-075-01-2,PRD-020,ea,1104,12
2025-03-16,LINE-02,DAY,MO-075-02-1,PRD-001,ea,912,11
2025-03-16,LINE-02,NIGHT,MO-075-02-2,PRD-002,ea,886,11
2025-03-16,LINE-03,DAY,MO-075-03-1,PRD-003,ea,1084,31
2025-03-16,LINE-03,NIGHT,MO-075-03-2,PRD-004,ea,1014,28
2025-03-17,LINE-01,DAY,MO-076-01-1,PRD-006,ea,1003,22
2025-03-17,LINE-01,NIGHT,MO-076-01-2,PRD-007,ea,936,22
2025-03-17,LINE-02,DAY,MO-076-02-1,PRD-008,ea,1053,14
2025-03-17,LINE-02,NIGHT,MO-076-02-2,PRD-009,ea,1024,22
2025-03-17,LINE-03,DAY,MO-076-03-1,PRD-010,ea,1148,32
2025-03-17,LINE-03,NIGHT,MO-076-03-2,PRD-011,ea,1072,14
2025-03-18,LINE-01,DAY,MO-077-01-1,PRD-013,ea,1076,28
2025-03-18,LINE-01,NIGHT,MO-077-01-2,PRD-014,ea,998,21
2025-03-18,LINE-02,DAY,MO-077-02-1,PRD-015,ea,1222,14
2025-03-18,LINE-02,NIGHT,MO-077-02-2,PRD-016,ea,1150,34
2025-03-18,LINE-03,DAY,MO-077-03-1,PRD-017,ea,1276,38
2025-03-18,LINE-03,NIGHT,MO-077-03-2,PRD-018,ea,1207,37
2025-03-19,LINE-01,DAY,MO-078-01-1,PRD-020,ea,1218,38
2025-03-19,LINE-01,NIGHT,MO-078-01-2,PRD-001,ea,828,22
2025-03-19,LINE-02,DAY,MO-078-02-1,PRD-002,ea,994,11
2025-03-19,LINE-02,NIGHT,MO-078-02-2,PRD-003,ea,903,26
2025-03-19,LINE-03,DAY,MO-078-03-1,PRD-004,ea,1026,25
2025-03-19,LINE-03,NIGHT,MO-078-03-2,PRD-005,ea,1013,19
2025-03-20,LINE-01,DAY,MO-079-01-1,PRD-007,ea,1077,15
2025-03-20,LINE-01,NIGHT,MO-079-01-2,PRD-008,ea,960,27
2025-03-20,LINE-02,DAY,MO-079-02-1,PRD-009,ea,1118,33
2025-03-20,LINE-02,NIGHT,MO-079-02-2,PRD-010,ea,1078,11
2025-03-20,LINE-03,DAY,MO-079-03-1,PRD-011,ea,1214,23
2025-03-20,LINE-03,NIGHT,MO-079-03-2,PRD-012,ea,1099,27
2025-03-21,LINE-01,DAY,MO-080-01-1,PRD-014,ea,1091,30
2025-03-21,LINE-01,NIGHT,MO-080-01-2,PRD-015,ea,1026,16
2025-03-21,LINE-02,DAY,MO-080-02-1,PRD-016,ea,1221,13
2025-03-21,LINE-02,NIGHT,MO-080-02-2,PRD-017,ea,1190,25
2025-03-21,LINE-03,DAY,MO-080-03-1,PRD-018,ea,1356,27
2025-03-21,LINE-03,NIGHT,MO-080-03-2,PRD-019,ea,1276,38
2025-03-22,LINE-01,DAY,MO-081-01-1,PRD-001,ea,877,13
2025-03-22,LINE-01,NIGHT,MO-081-01-2,PRD-002,ea,861,17
2025-03-22,LINE-02,DAY,MO-081-02-1,PRD-003,ea,1000,20
2025-03-22,LINE-02,NIGHT,MO-081-02-2,PRD-004,ea,936,17
2025-03-22,LINE-03,DAY,MO-081-03-1,PRD-005,ea,1099,13
2025-03-22,LINE-03,NIGHT,MO-081-03-2,PRD-006,ea,993,20
2025-03-23,LINE-01,DAY,MO-082-01-1,PRD-008,ea,1084,31
2025-03-23,LINE-01,NIGHT,MO-082-01-2,PRD-009,ea,999,27
2025-03-23,LINE-02,DAY,MO-082-02-1,PRD-010,ea,1172,18
2025-03-23,LINE-02,NIGHT,MO-082-02-2,PRD-011,ea,1028,24
2025-03-23,LINE-03,DAY,MO-082-03-1,PRD-012,ea,1205,37
2025-03-23,LINE-03,NIGHT,MO-082-03-2,PRD-013,ea,1156,35
2025-03-24,LINE-01,DAY,MO-083-01-1,PRD-015,ea,1119,22
2025-03-24,LINE-01,NIGHT,MO-083-01-2,PRD-016,ea,583,13
2025-03-24,LINE-02,DAY,MO-083-02-1,PRD-017,ea,1261,28
2025-03-24,LINE-02,NIGHT,MO-083-02-2,PRD-018,ea,1187,24
2025-03-24,LINE-03,DAY,MO-083-03-1,PRD-019,ea,1258,18
2025-03-24,LINE-03,NIGHT,MO-083-03-2,PRD-020,ea,1327,21
2025-03-25,LINE-01,DAY,MO-084-01-1,PRD-002,ea,970,14
2025-03-25,LINE-01,NIGHT,MO-084-01-2,PRD-003,ea,853,21
2025-03-25,LINE-02,DAY,MO-084-02-1,PRD-004,ea,1039,29
2025-03-25,LINE-02,NIGHT,MO-084-02-2,PRD-005,ea,875,20
2025-03-25,LINE-03,DAY,MO-084-03-1,PRD-006,ea,1062,31
2025-03-25,LINE-03,NIGHT,MO-084-03-2,PRD-007,ea,1021,12
2025-03-26,LINE-01,DAY,MO-085-01-1,PRD-009,ea,1047,28
2025-03-26,LINE-01,NIGHT,MO-085-01-2,PRD-010,ea,1040,27
2025-03-26,LINE-02,DAY,MO-085-02-1,PRD-011,ea,1140,25
2025-03-26,LINE-02,NIGHT,MO-085-02-2,PRD-012,ea,1014,19
2025-03-26,LINE-03,DAY,MO-085-03-1,PRD-013,ea,661,17
2025-03-26,LINE-03,NIGHT,MO-085-03-2,PRD-014,ea,1165,34
2025-03-27,LINE-01,DAY,MO-086-01-1,PRD-016,ea,1160,13
2025-03-27,LINE-01,NIGHT,MO-086-01-2,PRD-017,ea,1160,20
2025-03-27,LINE-02,DAY,MO-086-02-1,PRD-018,ea,1217,25
2025-03-27,LINE-02,NIGHT,MO-086-02-2,PRD-019,ea,1205,17
2025-03-27,LINE-03,DAY,MO-086-03-1,PRD-020,ea,1295,25
2025-03-27,LINE-03,NIGHT,MO-086-03-2,PRD-001,ea,1008,15
2025-03-28,LINE-01,DAY,MO-087-01-1,PRD-003,ea,940,18
2025-03-28,LINE-01,NIGHT,MO-087-01-2,PRD-004,ea,851,15
2025-03-28,LINE-02,DAY,MO-087-02-1,PRD-005,ea,1073,12
2025-03-28,LINE-02,NIGHT,MO-087-02-2,PRD-006,ea,528,11
2025-03-28,LINE-03,DAY,MO-087-03-1,PRD-007,ea,1167,30
2025-03-28,LINE-03,NIGHT,MO-087-03-2,PRD-008,ea,1108,12
2025-03-29,LINE-01,DAY,MO-088-01-1,PRD-010,ea,1154,16
2025-03-29,LINE-01,NIGHT,MO-088-01-2,PRD-011,ea,1035,14
2025-03-29,LINE-02,DAY,MO-088-02-1,PRD-012,ea,1110,17
2025-03-29,LINE-02,NIGHT,MO-088-02-2,PRD-013,ea,1119,16
2025-03-29,LINE-03,DAY,MO-088-03-1,PRD-014,ea,1249,18
2025-03-29,LINE-03,NIGHT,MO-088-03-2,PRD-015,ea,1257,28
2025-03-30,LINE-01,DAY,MO-089-01-1,PRD-017,ea,705,12
2025-03-30,LINE-01,NIGHT,MO-089-01-2,PRD-018,ea,1083,31
2025-03-30,LINE-02,DAY,MO-089-02-1,PRD-019,ea,1312,33
2025-03-30,LINE-02,NIGHT,MO-089-02-2,PRD-020,ea,1235,23
2025-03-30,LINE-03,DAY,MO-089-03-1,PRD-001,ea,977,11
2025-03-30,LINE-03,NIGHT,MO-089-03-2,PRD-002,ea,954,27
2025-03-31,LINE-01,DAY,MO-090-01-1,PRD-004,ea,975,15
2025-03-31,LINE-01,NIGHT,MO-090-01-2,PRD-005,ea,847,14
2025-03-31,LINE-02,DAY,MO-090-02-1,PRD-006,ea,1099,32
2025-03-31,LINE-02,NIGHT,MO-090-02-2,PRD-007,ea,992,26
2025-03-31,LINE-03,DAY,MO-090-03-1,PRD-008,ea,1107,22
2025-03-31,LINE-03,NIGHT,MO-090-03-2,PRD-009,ea,1031,27
