production_date,line_id,shift_id,order_id,product_id,qty_unit,planned_qty,planned_production_minutes
2025-02-24,LINE-01,DAY,MO-055-01-1,PRD-019,ea,1250,480.000
2025-02-24,LINE-01,NIGHT,MO-055-01-2,PRD-020,ea,1199,480.000
2025-02-24,LINE-02,DAY,MO-055-02-1,PRD-001,ea,1007,480.000
2025-02-24,LINE-02,NIGHT,MO-055-02-2,PRD-002,ea,918,480.000
2025-02-24,LINE-03,DAY,MO-055-03-1,PRD-003,ea,1094,480.000
2025-02-24,LINE-03,NIGHT,MO-055-03-2,PRD-004,ea,1006,480.000
2025-02-25,LINE-01,DAY,MO-056-01-1,PRD-006,ea,1025,480.000
2025-02-25,LINE-01,NIGHT,MO-056-01-2,PRD-007,ea,940,480.000
2025-02-25,LINE-02,DAY,MO-056-02-1,PRD-008,ea,1135,480.000
2025-02-25,LINE-02,NIGHT,MO-056-02-2,PRD-009,ea,1065,480.000
2025-02-25,LINE-03,DAY,MO-056-03-1,PRD-010,ea,1181,480.000
2025-02-25,LINE-03,NIGHT,MO-056-03-2,PRD-011,ea,1172,480.000
2025-02-26,LINE-01,DAY,MO-057-01-1,PRD-013,ea,1178,480.000
2025-02-26,LINE-01,NIGHT,MO-057-01-2,PRD-014,ea,1087,480.000
2025-02-26,LINE-02,DAY,MO-057-02-1,PRD-015,ea,1250,480.000
2025-02-26,LINE-02,NIGHT,MO-057-02-2,PRD-016,ea,1165,480.000
2025-02-26,LINE-03,DAY,MO-057-03-1,PRD-017,ea,1303,480.000
2025-02-26,LINE-03,NIGHT,MO-057-03-2,PRD-018,ea,1264,480.000
2025-02-27,LINE-01,DAY,MO-058-01-1,PRD-020,ea,1312,480.000
2025-02-27,LINE-01,NIGHT,MO-058-01-2,PRD-001,ea,839,480.000
2025-02-27,LINE-02,DAY,MO-058-02-1,PRD-002,ea,1046,480.000
2025-02-27,LINE-02,NIGHT,MO-058-02-2,PRD-003,ea,959,480.000
2025-02-27,LINE-03,DAY,MO-058-03-1,PRD-004,ea,1139,480.000
2025-02-27,LINE-03,NIGHT,MO-058-03-2,PRD-005,ea,1005,480.000
2025-02-28,LINE-01,DAY,MO-059-01-1,PRD-007,ea,1039,480.000
2025-02-28,LINE-01,NIGHT,MO-059-01-2,PRD-008,ea,945,480.000
2025-02-28,LINE-02,DAY,MO-059-02-1,PRD-009,ea,1172,480.000
2025-02-28,LINE-02,NIGHT,MO-059-02-2,PRD-010,ea,1065,480.000
2025-02-28,LINE-03,DAY,MO-059-03-1,PRD-011,ea,1236,480.000
2025-02-28,LINE-03,NIGHT,MO-059-03-2,PRD-012,ea,1144,480.000
2025-03-01,LINE-01,DAY,MO-060-01-1,PRD-014,ea,1190,480.000
2025-03-01,LINE-01,NIGHT,MO-060-01-2,PRD-015,ea,1096,480.000
2025-03-01,LINE-02,DAY,MO-060-02-1,PRD-016,ea,1242,480.000
2025-03-01,LINE-02,NIGHT,MO-060-02-2,PRD-017,ea,1165,480.000
2025-03-01,LINE-03,DAY,MO-060-03-1,PRD-018,ea,1385,480.000
2025-03-01,LINE-03,NIGHT,MO-060-03-2,PRD-019,ea,1310,480.000
2025-03-02,LINE-01,DAY,MO-061-01-1,PRD-001,ea,906,480.000
2025-03-02,LINE-01,NIGHT,MO-061-01-2,PRD-002,ea,874,480.000
2025-03-02,LINE-02,DAY,MO-061-02-1,PRD-003,ea,1031,480.000
2025-03-02,LINE-02,NIGHT,MO-061-02-2,PRD-004,ea,971,480.000
2025-03-02,LINE-03,DAY,MO-061-03-1,PRD-005,ea,1134,480.000
2025-03-02,LINE-03,NIGHT,MO-061-03-2,PRD-006,ea,1071,480.000
2025-03-03,LINE-01,DAY,MO-062-01-1,PRD-008,ea,1034,480.000
2025-03-03,LINE-01,NIGHT,MO-062-01-2,PRD-009,ea,1014,480.000
2025-03-03,LINE-02,DAY,MO-062-02-1,PRD-010,ea,1152,480.000
2025-03-03,LINE-02,NIGHT,MO-062-02-2,PRD-011,ea,1107,480.000
2025-03-03,LINE-03,DAY,MO-062-03-1,PRD-012,ea,1224,480.000
2025-03-03,LINE-03,NIGHT,MO-062-03-2,PRD-013,ea,1162,480.000
2025-03-04,LINE-01,DAY,MO-063-01-1,PRD-015,ea,1208,480.000
2025-03-04,LINE-01,NIGHT,MO-063-01-2,PRD-016,ea,1098,480.000
2025-03-04,LINE-02,DAY,MO-063-02-1,PRD-017,ea,1253,480.000
2025-03-04,LINE-02,NIGHT,MO-063-02-2,PRD-018,ea,1237,480.000
2025-03-04,LINE-03,DAY,MO-063-03-1,PRD-019,ea,1374,480.000
2025-03-04,LINE-03,NIGHT,MO-063-03-2,PRD-020,ea,1335,480.000
2025-03-05,LINE-01,DAY,MO-064-01-1,PRD-002,ea,979,480.000
2025-03-05,LINE-01,NIGHT,MO-064-01-2,PRD-003,ea,905,480.000
2025-03-05,LINE-02,DAY,MO-064-02-1,PRD-004,ea,1075,480.000
2025-03-05,LINE-02,NIGHT,MO-064-02-2,PRD-005,ea,987,480.000
2025-03-05,LINE-03,DAY,MO-064-03-1,PRD-006,ea,1159,480.000
2025-03-05,LINE-03,NIGHT,MO-064-03-2,PRD-007,ea,1041,480.000
2025-03-06,LINE-01,DAY,MO-065-01-1,PRD-009,ea,1056,480.000
2025-03-06,LINE-01,NIGHT,MO-065-01-2,PRD-010,ea,1043,480.000
2025-03-06,LINE-02,DAY,MO-065-02-1,PRD-011,ea,1169,480.000
2025-03-06,LINE-02,NIGHT,MO-065-02-2,PRD-012,ea,1138,480.000
2025-03-06,LINE-03,DAY,MO-065-03-1,PRD-013,ea,1238,480.000
2025-03-06,LINE-03,NIGHT,MO-065-03-2,PRD-014,ea,1227,480.000
2025-03-07,LINE-01,DAY,MO-066-01-1,PRD-016,ea,1185,480.000
2025-03-07,LINE-01,NIGHT,MO-066-01-2,PRD-017,ea,1112,480.000
2025-03-07,LINE-02,DAY,MO-066-02-1,PRD-018,ea,1324,480.000
2025-03-07,LINE-02,NIGHT,MO-066-02-2,PRD-019,ea,1248,480.000
2025-03-07,LINE-03,DAY,MO-066-03-1,PRD-020,ea,1421,480.000
2025-03-07,LINE-03,NIGHT,MO-066-03-2,PRD-001,ea,953,480.000
2025-03-08,LINE-01,DAY,MO-067-01-1,PRD-003,ea,960,480.000
2025-03-08,LINE-01,NIGHT,MO-067-01-2,PRD-004,ea,912,480.000
2025-03-08,LINE-02,DAY,MO-067-02-1,PRD-005,ea,1060,480.000
2025-03-08,LINE-02,NIGHT,MO-067-02-2,PRD-006,ea,1019,480.000
2025-03-08,LINE-03,DAY,MO-067-03-1,PRD-007,ea,1156,480.000
2025-03-08,LINE-03,NIGHT,MO-067-03-2,PRD-008,ea,1103,480.000
2025-03-09,LINE-01,DAY,MO-068-01-1,PRD-010,ea,1114,480.000
2025-03-09,LINE-01,NIGHT,MO-068-01-2,PRD-011,ea,1057,480.000
2025-03-09,LINE-02,DAY,MO-068-02-1,PRD-012,ea,1228,480.000
2025-03-09,LINE-02,NIGHT,MO-068-02-2,PRD-013,ea,1137,480.000
2025-03-09,LINE-03,DAY,MO-068-03-1,PRD-014,ea,1252,480.000
2025-03-09,LINE-03,NIGHT,MO-068-03-2,PRD-015,ea,1179,480.000
2025-03-10,LINE-01,DAY,MO-069-01-1,PRD-017,ea,1232,480.000
2025-03-10,LINE-01,NIGHT,MO-069-01-2,PRD-018,ea,1137,480.000
2025-03-10,LINE-02,DAY,MO-069-02-1,PRD-019,ea,1314,480.000
2025-03-10,LINE-02,NIGHT,MO-069-02-2,PRD-020,ea,1271,480.000
2025-03-10,LINE-03,DAY,MO-069-03-1,PRD-001,ea,1023,480.000
2025-03-10,LINE-03,NIGHT,MO-069-03-2,PRD-002,ea,943,480.000
2025-03-11,LINE-01,DAY,MO-070-01-1,PRD-004,ea,1028,480.000
2025-03-11,LINE-01,NIGHT,MO-070-01-2,PRD-005,ea,890,480.000
2025-03-11,LINE-02,DAY,MO-070-02-1,PRD-006,ea,1083,480.000
2025-03-11,LINE-02,NIGHT,MO-070-02-2,PRD-007,ea,1033,480.000
2025-03-11,LINE-03,DAY,MO-070-03-1,PRD-008,ea,1179,480.000
2025-03-11,LINE-03,NIGHT,MO-070-03-2,PRD-009,ea,1109,480.000
2025-03-12,LINE-01,DAY,MO-071-01-1,PRD-011,ea,1133,480.000
2025-03-12,LINE-01,NIGHT,MO-071-01-2,PRD-012,ea,1046,480.000
2025-03-12,LINE-02,DAY,MO-071-02-1,PRD-013,ea,1197,480.000
2025-03-12,LINE-02,NIGHT,MO-071-02-2,PRD-014,ea,1147,480.000
2025-03-12,LINE-03,DAY,MO-071-03-1,PRD-015,ea,1317,480.000
2025-03-12,LINE-03,NIGHT,MO-071-03-2,PRD-016,ea,1227,480.000
2025-03-13,LINE-01,DAY,MO-072-01-1,PRD-018,ea,1258,480.000
2025-03-13,LINE-01,NIGHT,MO-072-01-2,PRD-019,ea,1148,480.000
2025-03-13,LINE-02,DAY,MO-072-02-1,PRD-020,ea,1370,480.000
2025-03-13,LINE-02,NIGHT,MO-072-02-2,PRD-001,ea,928,480.000
2025-03-13,LINE-03,DAY,MO-072-03-1,PRD-002,ea,1088,480.000
2025-03-13,LINE-03,NIGHT,MO-072-03-2,PRD-003,ea,973,480.000
2025-03-14,LINE-01,DAY,MO-073-01-1,PRD-005,ea,981,480.000
2025-03-14,LINE-01,NIGHT,MO-073-01-2,PRD-006,ea,924,480.000
2025-03-14,LINE-02,DAY,MO-073-02-1,PRD-007,ea,1070,480.000
2025-03-14,LINE-02,NIGHT,MO-073-02-2,PRD-008,ea,1035,480.000
2025-03-14,LINE-03,DAY,MO-073-03-1,PRD-009,ea,1202,480.000
2025-03-14,LINE-03,NIGHT,MO-073-03-2,PRD-010,ea,1099,480.000
2025-03-15,LINE-01,DAY,MO-074-01-1,PRD-012,ea,1165,480.000
2025-03-15,LINE-01,NIGHT,MO-074-01-2,PRD-013,ea,1092,480.000
2025-03-15,LINE-02,DAY,MO-074-02-1,PRD-014,ea,1206,480.000
2025-03-15,LINE-02,NIGHT,MO-074-02-2,PRD-015,ea,1131,480.000
2025-03-15,LINE-03,DAY,MO-074-03-1,PRD-016,ea,1324,480.000
2025-03-15,LINE-03,NIGHT,MO-074-03-2,PRD-017,ea,1238,480.000
2025-03-16,LINE-01,DAY,MO-075-01-1,PRD-019,ea,1296,480.000
2025-03-16,LINE-01,NIGHT,MO-075-01-2,PRD-020,ea,1168,480.000
2025-03-16,LINE-02,DAY,MO-075-02-1,PRD-001,ea,961,480.000
2025-03-16,LINE-02,NIGHT,MO-075-02-2,PRD-002,ea,910,480.000
2025-03-16,LINE-03,DAY,MO-075-03-1,PRD-003,ea,1101,480.000
2025-03-16,LINE-03,NIGHT,MO-075-03-2,PRD-004,ea,1006,480.000
2025-03-17,LINE-01,DAY,MO-076-01-1,PRD-006,ea,1018,480.000
2025-03-17,LINE-01,NIGHT,MO-076-01-2,PRD-007,ea,981,480.000
2025-03-17,LINE-02,DAY,MO-076-02-1,PRD-008,ea,1110,480.000
2025-03-17,LINE-02,NIGHT,MO-076-02-2,PRD-009,ea,1023,480.000
2025-03-17,LINE-03,DAY,MO-076-03-1,PRD-010,ea,1215,480.000
2025-03-17,LINE-03,NIGHT,MO-076-03-2,PRD-011,ea,1143,480.000
2025-03-18,LINE-01,DAY,MO-077-01-1,PRD-013,ea,1151,480.000
2025-03-18,LINE-01,NIGHT,MO-077-01-2,PRD-014,ea,1077,480.000
2025-03-18,LINE-02,DAY,MO-077-02-1,PRD-015,ea,1218,480.000
2025-03-18,LINE-02,NIGHT,MO-077-02-2,PRD-016,ea,1191,480.000
2025-03-18,LINE-03,DAY,MO-077-03-1,PRD-017,ea,1340,480.000
2025-03-18,LINE-03,NIGHT,MO-077-03-2,PRD-018,ea,1272,480.000
2025-03-19,LINE-01,DAY,MO-078-01-1,PRD-020,ea,1277,480.000
2025-03-19,LINE-01,NIGHT,MO-078-01-2,PRD-001,ea,879,480.000
2025-03-19,LINE-02,DAY,MO-078-02-1,PRD-002,ea,992,480.000
2025-03-19,LINE-02,NIGHT,MO-078-02-2,PRD-003,ea,973,480.000
2025-03-19,LINE-03,DAY,MO-078-03-1,PRD-004,ea,1112,480.000
2025-03-19,LINE-03,NIGHT,MO-078-03-2,PRD-005,ea,1009,480.000
2025-03-20,LINE-01,DAY,MO-079-01-1,PRD-007,ea,1061,480.000
2025-03-20,LINE-01,NIGHT,MO-079-01-2,PRD-008,ea,985,480.000
2025-03-20,LINE-02,DAY,MO-079-02-1,PRD-009,ea,1133,480.000
2025-03-20,LINE-02,NIGHT,MO-079-02-2,PRD-010,ea,1083,480.000
2025-03-20,LINE-03,DAY,MO-079-03-1,PRD-011,ea,1228,480.000
2025-03-20,LINE-03,NIGHT,MO-079-03-2,PRD-012,ea,1123,480.000
2025-03-21,LINE-01,DAY,MO-080-01-1,PRD-014,ea,1169,480.000
2025-03-21,LINE-01,NIGHT,MO-080-01-2,PRD-015,ea,1086,480.000
2025-03-21,LINE-02,DAY,MO-080-02-1,PRD-016,ea,1267,480.000
2025-03-21,LINE-02,NIGHT,MO-080-02-2,PRD-017,ea,1218,480.000
2025-03-21,LINE-03,DAY,MO-080-03-1,PRD-018,ea,1348,480.000
2025-03-21,LINE-03,NIGHT,MO-080-03-2,PRD-019,ea,1287,480.000
2025-03-22,LINE-01,DAY,MO-081-01-1,PRD-001,ea,909,480.000
2025-03-22,LINE-01,NIGHT,MO-081-01-2,PRD-002,ea,871,480.000
2025-03-22,LINE-02,DAY,MO-081-02-1,PRD-003,ea,1064,480.000
2025-03-22,LINE-02,NIGHT,MO-081-02-2,PRD-004,ea,989,480.000
2025-03-22,LINE-03,DAY,MO-081-03-1,PRD-005,ea,1106,480.000
2025-03-22,LINE-03,NIGHT,MO-081-03-2,PRD-006,ea,1016,480.000
2025-03-23,LINE-01,DAY,MO-082-01-1,PRD-008,ea,1098,480.000
2025-03-23,LINE-01,NIGHT,MO-082-01-2,PRD-009,ea,1017,480.000
2025-03-23,LINE-02,DAY,MO-082-02-1,PRD-010,ea,1169,480.000
2025-03-23,LINE-02,NIGHT,MO-082-02-2,PRD-011,ea,1067,480.000
2025-03-23,LINE-03,DAY,MO-082-03-1,PRD-012,ea,1253,480.000
2025-03-23,LINE-03,NIGHT,MO-082-03-2,PRD-013,ea,1176,480.000
2025-03-24,LINE-01,DAY,MO-083-01-1,PRD-015,ea,1197,480.000
2025-03-24,LINE-01,NIGHT,MO-083-01-2,PRD-016,ea,1096,480.000
2025-03-24,LINE-02,DAY,MO-083-02-1,PRD-017,ea,1317,480.000
2025-03-24,LINE-02,NIGHT,MO-083-02-2,PRD-018,ea,1241,480.000
2025-03-24,LINE-03,DAY,MO-083-03-1,PRD-019,ea,1351,480.000
2025-03-24,LINE-03,NIGHT,MO-083-03-2,PRD-020,ea,1325,480.000
2025-03-25,LINE-01,DAY,MO-084-01-1,PRD-002,ea,975,480.000
2025-03-25,LINE-01,NIGHT,MO-084-01-2,PRD-003,ea,853,480.000
2025-03-25,LINE-02,DAY,MO-084-02-1,PRD-004,ea,1083,480.000
2025-03-25,LINE-02,NIGHT,MO-084-02-2,PRD-005,ea,951,480.000
2025-03-25,LINE-03,DAY,MO-084-03-1,PRD-006,ea,1108,480.000
2025-03-25,LINE-03,NIGHT,MO-084-03-2,PRD-007,ea,1063,480.000
2025-03-26,LINE-01,DAY,MO-085-01-1,PRD-009,ea,1084,480.000
2025-03-26,LINE-01,NIGHT,MO-085-01-2,PRD-010,ea,1031,480.000
2025-03-26,LINE-02,DAY,MO-085-02-1,PRD-011,ea,1185,480.000
2025-03-26,LINE-02,NIGHT,MO-085-02-2,PRD-012,ea,1079,480.000
2025-03-26,LINE-03,DAY,MO-085-03-1,PRD-013,ea,1235,480.000
2025-03-26,LINE-03,NIGHT,MO-085-03-2,PRD-014,ea,1196,480.000
2025-03-27,LINE-01,DAY,MO-086-01-1,PRD-016,ea,1175,480.000
2025-03-27,LINE-01,NIGHT,MO-086-01-2,PRD-017,ea,1141,480.000
2025-03-27,LINE-02,DAY,MO-086-02-1,PRD-018,ea,1277,480.000
2025-03-27,LINE-02,NIGHT,MO-086-02-2,PRD-019,ea,1215,480.000
2025-03-27,LINE-03,DAY,MO-086-03-1,PRD-020,ea,1399,480.000
2025-03-27,LINE-03,NIGHT,MO-086-03-2,PRD-001,ea,989,480.000
2025-03-28,LINE-01,DAY,MO-087-01-1,PRD-003,ea,979,480.000
2025-03-28,LINE-01,NIGHT,MO-087-01-2,PRD-004,ea,885,480.000
2025-03-28,LINE-02,DAY,MO-087-02-1,PRD-005,ea,1090,480.000
2025-03-28,LINE-02,NIGHT,MO-087-02-2,PRD-006,ea,960,480.000
2025-03-28,LINE-03,DAY,MO-087-03-1,PRD-007,ea,1181,480.000
2025-03-28,LINE-03,NIGHT,MO-087-03-2,PRD-008,ea,1120,480.000
2025-03-29,LINE-01,DAY,MO-088-01-1,PRD-010,ea,1133,480.000
2025-03-29,LINE-01,NIGHT,MO-088-01-2,PRD-011,ea,1015,480.000
2025-03-29,LINE-02,DAY,MO-088-02-1,PRD-012,ea,1164,480.000
2025-03-29,LINE-02,NIGHT,MO-088-02-2,PRD-013,ea,1093,480.000
2025-03-29,LINE-03,DAY,MO-088-03-1,PRD-014,ea,1293,480.000
2025-03-29,LINE-03,NIGHT,MO-088-03-2,PRD-015,ea,1238,480.000
2025-03-30,LINE-01,DAY,MO-089-01-1,PRD-017,ea,1258,480.000
2025-03-30,LINE-01,NIGHT,MO-089-01-2,PRD-018,ea,1150,480.000
2025-03-30,LINE-02,DAY,MO-089-02-1,PRD-019,ea,1296,480.000
2025-03-30,LINE-02,NIGHT,MO-089-02-2,PRD-020,ea,1212,480.000
2025-03-30,LINE-03,DAY,MO-089-03-1,PRD-001,ea,1050,480.000
2025-03-30,LINE-03,NIGHT,MO-089-03-2,PRD-002,ea,973,480.000
2025-03-31,LINE-01,DAY,MO-090-01-1,PRD-004,ea,975,480.000
2025-03-31,LINE-01,NIGHT,MO-090-01-2,PRD-005,ea,889,480.000
2025-03-31,LINE-02,DAY,MO-090-02-1,PRD-006,ea,1095,480.000
2025-03-31,LINE-02,NIGHT,MO-090-02-2,PRD-007,ea,1043,480.000
2025-03-31,LINE-03,DAY,MO-090-03-1,PRD-008,ea,1170,480.000
2025-03-31,LINE-03,NIGHT,MO-090-03-2,PRD-009,ea,1124,480.000
